Gene	GSM4819286	GSM4819287	GSM4819288	GSM4819289	GSM4819298	GSM4819299	GSM4819300	GSM4819301
C11orf97	0	1	0	0	0	0	0	0
FUT4	749	1125	603	895	516	949	389	412
PIWIL4	74	112	77	110	53	70	57	62
AMOTL1	32	45	39	34	40	30	40	35
CWC15	888	838	825	1138	921	835	815	832
KDM4D	4	5	12	15	12	16	15	7
KDM4E	0	0	0	0	0	0	0	0
SRSF8	1454	1182	1858	2547	1706	1182	1876	1997
ENDOD1	614	505	624	963	686	548	663	798
LNCRNA-IUR	5	1	6	6	9	4	5	14
SESN3	9665	6062	7695	15639	11744	5909	9291	12523
LOC100129203	160	106	127	233	178	107	119	185
FAM76B	842	711	836	1103	1110	739	848	1001
CEP57	1460	1171	1713	1973	1664	1206	1732	1640
MTMR2	287	364	307	310	400	353	352	249
MAML2	730	1121	450	747	554	942	363	438
MIR1260B	0	0	0	0	0	0	0	1
CCDC82	1425	1047	1113	1395	1664	1076	955	1147
JRKL	327	311	380	521	376	318	334	397
JRKL-AS1	0	0	0	0	0	0	0	0
CNTN5	0	0	0	0	0	0	0	0
ARHGAP42	13	12	16	15	6	14	18	13
PGR	0	0	0	0	0	0	0	0
PGR-AS1	0	0	0	0	0	0	0	0
TRPC6	0	2	0	4	4	0	0	3
MIR3920	0	0	0	0	0	0	0	0
ANGPTL5	0	0	0	0	0	0	0	0
CEP126	72	65	90	79	97	76	108	72
CFAP300	0	0	0	0	0	0	0	0
YAP1	6	3	1	3	11	11	2	7
BIRC3	6457	5418	9857	12489	12216	8571	9323	11623
BIRC2	5453	4024	6469	7921	8074	5344	7138	7759
TMEM123	11435	9175	15348	18434	15554	10069	16179	15920
LOC102723838	0	0	0	0	0	0	0	0
MMP7	19	10	41	85	3	10	22	31
MMP20	0	0	0	0	0	0	0	0
MMP27	0	0	0	0	0	2	0	0
MMP8	202	205	40	68	225	189	38	52
MMP10	10	8	2	5	42	12	0	5
WTAPP1	0	0	0	0	0	0	0	2
MMP1	6	0	0	1	31	2	0	0
MMP3	0	0	0	0	0	0	0	0
MMP12	0	0	0	0	0	0	0	0
MMP13	0	0	0	0	0	0	0	0
DCUN1D5	417	377	372	443	515	520	390	421
DYNC2H1	102	83	83	121	84	83	82	72
MIR4693	0	0	0	0	0	0	0	0
PDGFD	156	166	245	189	163	133	223	121
DDI1	0	0	0	0	0	0	0	0
LINC02552	0	0	0	0	0	0	1	0
CASP12	4	2	1	0	1	2	0	0
CASP4LP	46	31	35	52	53	81	48	51
CASP4	1534	1807	1379	1964	1969	2697	1536	2029
CASP5	16	12	8	10	57	61	22	27
CASP1	1331	1930	991	1575	2172	4744	1295	2039
CARD16	799	938	527	782	966	1790	734	928
CARD17P	4	3	7	8	5	16	6	9
CARD18	0	0	0	0	0	0	0	0
GRIA4	0	0	0	0	0	0	0	0
MSANTD4	562	551	466	581	607	524	433	447
KBTBD3	102	68	136	156	128	84	131	129
AASDHPPT	1120	976	992	1287	1337	1070	998	1069
LOC101928535	0	0	0	0	0	0	0	0
GUCY1A2	0	0	0	0	0	2	0	0
CWF19L2	709	647	682	994	765	550	638	729
ALKBH8	315	260	333	441	389	293	323	352
ELMOD1	0	1	0	0	0	0	0	0
SLN	0	0	0	0	0	0	0	0
SLC35F2	184	185	227	263	341	340	235	308
RAB39A	61	79	28	71	62	98	26	45
CUL5	1090	1071	892	1177	1176	1096	853	917
ACAT1	298	313	288	593	286	208	316	431
NPAT	1420	1143	1668	1884	1805	1253	1818	1731
ATM	4529	3219	5331	5296	5528	2951	6105	4876
C11orf65	3	2	2	1	1	2	9	6
POGLUT3	329	317	384	534	330	290	354	428
EXPH5	36	33	61	73	67	30	72	70
DDX10	434	361	490	578	453	505	465	445
C11orf87	0	0	0	0	0	0	0	0
ZC3H12C	67	127	24	37	130	321	30	53
RDX	726	862	442	681	627	722	474	465
FDX1	546	539	411	609	561	559	453	515
ARHGAP20	8	22	10	10	8	20	4	5
POU2AF2	0	0	0	0	0	0	0	0
COLCA1	2	7	3	8	4	6	3	4
POU2AF3	0	1	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0	0	0
POU2AF1	270	252	521	450	371	313	601	506
BTG4	0	0	0	0	1	0	0	0
LOC100132078	0	0	0	0	0	0	0	2
LOC644277	0	0	0	0	0	0	0	0
MIR34B	0	0	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0	0	0
HOATZ	0	0	0	0	0	0	0	0
LAYN	130	91	397	334	155	107	292	244
SIK2	939	945	866	1144	994	924	927	965
PPP2R1B	1143	868	691	1028	1164	1054	776	922
ALG9	339	285	391	515	360	333	373	388
FDXACB1	156	106	162	189	159	146	153	157
CFAP68	162	139	238	330	198	138	230	228
CRYAB	0	1	0	0	0	0	0	0
HSPB2-C11orf52	0	0	0	0	0	0	0	0
HSPB2	0	0	0	0	0	0	0	0
C11orf52	0	0	0	0	0	0	0	0
DIXDC1	472	599	187	261	53	100	105	61
DLAT	524	485	454	653	530	411	506	489
PIH1D2	0	3	5	4	4	7	3	4
NKAPD1	937	929	813	1163	937	1019	811	881
TIMM8B	294	336	225	348	326	439	273	273
SDHD	1530	1605	1083	1520	1506	1476	1163	1184
IL18	132	198	124	128	81	89	60	70
TEX12	0	1	2	1	2	0	0	1
BCO2	18	8	20	18	12	18	18	23
PTS	150	147	119	167	152	170	138	159
PLET1	0	0	0	0	0	0	0	0
LINC02762	6	7	15	16	10	4	8	15
LINC02763	0	0	1	0	0	0	0	0
LINC02764	0	0	0	0	0	0	0	0
LOC101928847	0	2	0	0	1	0	1	1
NCAM1	194	118	245	167	199	119	284	147
NCAM1-AS1	0	0	0	0	0	0	1	0
TTC12	273	181	318	511	307	175	239	376
ANKK1	8	21	27	14	13	20	25	13
DRD2	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0
TMPRSS5	9	6	19	21	10	14	14	15
ZW10	583	546	510	630	558	572	494	497
CLDN25	0	0	0	0	0	0	0	0
USP28	791	640	872	868	660	610	829	658
HTR3B	0	0	0	0	0	0	0	0
HTR3A	12	11	34	68	10	18	20	44
ZBTB16	1876	2931	1775	2100	202	93	241	159
NNMT	2	2	4	1	1	0	0	0
LOC101928940	0	0	0	0	0	0	0	0
C11orf71	154	165	167	251	165	133	175	183
RBM7	734	732	570	855	994	756	677	746
REXO2	378	343	493	593	455	323	431	466
NXPE1	0	0	0	0	0	0	0	0
NXPE4	0	0	0	0	0	0	0	0
NXPE2	0	0	0	2	0	0	0	0
CADM1	148	204	135	127	166	214	153	134
LINC00900	44	110	19	66	17	53	41	37
BUD13	710	711	665	902	774	740	650	773
ZPR1	922	954	803	1135	1093	1480	842	1025
APOA5	0	0	0	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0
APOA1	0	0	0	2	4	1	4	2
APOA1-AS	0	0	0	0	0	0	0	0
SIK3	2095	2139	2131	2771	2488	2698	2414	2541
PAFAH1B2	1650	1664	1153	1663	1446	1487	1148	1272
SIDT2	1688	1584	1911	2408	1547	1197	1734	1870
LOC100652768	172	126	187	233	209	159	165	202
TAGLN	91	181	241	251	93	149	260	241
PCSK7	2230	1907	2425	2968	2417	2006	2363	2464
RNF214	289	367	335	497	270	324	308	347
BACE1	22	44	32	26	21	30	31	25
BACE1-AS	13	15	13	12	11	8	20	13
CEP164	709	700	785	1028	792	828	771	913
DSCAML1	1	3	2	11	5	2	5	11
FXYD2	3	4	1	1	2	5	2	3
FXYD6-FXYD2	0	0	0	0	0	0	0	0
FXYD6	190	510	79	264	129	404	59	161
TMPRSS13	29	25	58	50	35	32	36	46
IL10RA	8361	12979	9343	12967	9665	11207	10319	10492
SMIM35	0	0	0	0	0	0	0	0
TMPRSS4	0	1	0	0	1	1	0	1
SCN4B	0	17	3	0	0	8	3	3
SCN2B	0	0	0	1	1	0	0	0
JAML	1091	758	1698	1314	956	625	1477	1009
MPZL3	875	438	642	708	1076	508	684	667
MPZL2	18	29	31	27	20	15	24	29
CD3E	6301	3966	7231	9579	6196	4148	6942	7071
CD3D	3323	2091	3316	5204	3870	2416	3891	4183
CD3G	1755	1125	1812	2669	1898	1059	1898	1976
UBE4A	2866	3065	2786	3848	3301	3096	2680	3051
LOC100131626	0	0	0	3	0	0	1	3
ATP5MG	2954	2755	2687	3677	2685	2610	2843	2962
KMT2A	3036	3021	3126	4054	3535	3040	3506	3871
TTC36-AS1	0	0	2	3	3	5	4	3
TTC36	1	0	0	0	1	0	0	0
TMEM25	172	111	211	304	155	120	208	211
IFT46	155	137	145	211	179	134	119	150
ARCN1	3985	4381	3346	4954	4177	4574	3304	3926
PHLDB1	579	1115	207	643	1119	3397	407	1031
MIR6716	0	0	0	1	0	0	0	0
TREH	0	0	0	0	0	0	0	0
DDX6	7624	7168	7090	8821	8752	8312	8037	8023
CXCR5	163	202	433	453	409	489	896	810
BCL9L	7320	6519	8447	11139	10501	8761	11460	12421
MIR4492	0	0	0	0	0	0	0	0
UPK2	2	1	8	4	3	4	6	7
FOXR1	0	0	1	0	0	1	0	0
CENATAC	337	324	407	541	391	350	353	406
RPL23AP64	0	0	4	3	1	1	2	0
RPS25	8100	6229	9111	13692	9384	6905	9077	9928
TRAPPC4	872	828	800	1165	917	950	782	910
SLC37A4	210	182	311	388	259	196	281	301
HYOU1	4154	5516	3222	5060	4271	6357	3178	4088
VPS11	1577	1485	1691	2132	1560	1429	1714	1565
HMBS	81	52	111	111	80	59	129	85
H2AX	270	272	324	438	310	350	387	316
DPAGT1	282	308	297	391	266	332	338	280
C2CD2L	473	560	582	709	455	523	590	529
HINFP	467	470	528	698	496	473	487	550
ABCG4	0	1	0	2	0	0	2	0
NLRX1	211	229	214	242	173	172	223	174
NHERF4	0	2	0	0	1	0	0	0
CCDC153	7	9	16	16	8	20	7	10
CBL	3281	4630	2372	3400	2756	4130	2408	2740
MCAM	623	385	798	630	321	212	419	265
MIR6756	0	0	0	0	0	0	0	0
RNF26	446	455	484	640	456	482	512	557
MFRP	0	0	0	0	0	0	0	0
C1QTNF5	0	0	0	0	0	0	0	0
USP2	3	1	2	5	5	0	3	2
USP2-AS1	0	0	0	0	0	0	0	0
THY1	0	0	0	0	0	0	0	0
NECTIN1	309	301	256	442	438	432	325	515
NECTIN1-DT	1	0	0	0	0	0	0	0
TRIM29	1	0	0	0	0	0	0	0
OAF	141	189	80	140	148	243	99	105
POU2F3	1	0	0	0	0	1	0	1
LOC649133	0	0	0	0	0	0	0	0
TLCD5	3	2	4	7	2	4	6	9
ARHGEF12	513	469	390	489	544	469	429	414
GRIK4	1	0	0	6	0	1	3	4
LOC101929227	0	0	0	0	0	0	0	0
TBCEL	248	237	293	295	283	192	302	261
TECTA	17	5	10	8	12	6	18	9
SC5D	5447	2774	5657	8200	4152	2113	3931	4154
SORL1	15188	13679	15144	18795	15158	10777	15488	14359
LOC105369535	41	26	69	57	45	52	65	61
MIR100HG	0	0	0	0	1	0	0	0
MIR125B1	0	0	0	0	0	0	0	0
BLID	0	0	0	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0	0	0
MIR100	0	0	0	0	0	0	0	0
TRK-TTT2-1	0	0	0	0	0	0	0	0
UBASH3B	1112	1618	874	1417	451	884	449	395
CRTAM	194	180	282	239	204	142	288	155
JHY	42	100	55	55	76	102	47	61
BSX	0	0	0	0	0	0	0	0
SAE1P1	11	8	7	12	9	10	10	16
HSPA8	17219	16305	15492	20364	19181	21243	15947	16768
SNORD14E	1	2	2	2	4	8	4	0
SNORD14D	39	20	17	37	30	30	27	31
SNORD14C	13	24	30	30	32	42	23	26
CLMP	1	1	2	0	2	1	0	0
GRAMD1B	804	860	948	1366	945	1218	1018	1406
MIR4493	0	0	0	0	0	0	0	0
SCN3B	0	0	0	5	0	0	0	1
ZNF202	494	473	542	720	520	631	500	520
OR6X1	0	0	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0	0	0
OR6T1	0	0	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0	0	0
OR10G4	0	0	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0	0	0
VWA5A	119	108	164	193	150	119	165	208
OR8G2P	0	0	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0	0	0
OR8G1	0	0	0	0	0	0	0	0
OR8D1	0	0	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0	0	0
OR8B12	0	0	0	0	0	0	0	0
OR8A1	0	0	0	0	0	0	0	0
PANX3	0	0	0	0	0	0	0	0
TBRG1	2197	2173	2292	2961	2219	2249	2022	2343
SIAE	80	90	72	119	74	62	86	87
SPA17	17	7	12	18	6	3	9	7
NRGN	1004	1173	550	1393	884	983	517	1025
VSIG2	8	6	8	12	8	10	2	15
ESAM	55	30	23	77	66	36	36	72
ESAM-AS1	2	1	0	0	0	0	1	2
MSANTD2	330	271	309	381	303	295	310	319
MSANTD2-AS1	12	7	11	13	10	13	6	4
ROBO3	103	94	179	208	151	123	179	179
ROBO4	1	0	0	0	0	0	2	1
HEPACAM	0	0	0	0	0	0	0	0
HEPN1	0	0	0	0	0	0	0	0
CCDC15	39	19	31	30	29	33	33	20
SLC37A2	1834	4086	1309	1971	1760	4723	1665	1780
TMEM218	168	251	194	245	145	152	200	183
PKNOX2-DT	0	0	0	0	0	0	0	0
PKNOX2	0	0	0	0	2	0	0	0
FEZ1	44	66	19	32	186	240	85	112
LOC403312	0	0	0	0	0	1	1	0
EI24	937	906	850	1257	887	1025	836	952
STT3A	1682	1966	1504	2141	1719	1945	1421	1679
CHEK1	47	22	54	42	60	36	50	30
ACRV1	0	0	0	0	0	0	1	0
PATE1	0	0	0	0	0	0	0	0
PATE2	0	0	5	0	0	0	0	0
PATE3	0	0	0	0	0	0	0	0
PATE4	0	0	0	0	0	0	0	0
HYLS1	109	138	138	180	145	116	152	173
PUS3	240	267	258	332	299	286	274	281
DDX25	0	2	2	2	0	1	1	0
VSIG10L2	0	0	0	0	0	0	0	0
CDON	17	7	9	19	11	7	16	16
LOC105369591	0	0	0	0	0	0	0	0
RPUSD4	541	491	658	838	638	691	632	682
FAM118B	231	247	254	351	252	191	230	224
SRPRA	6202	6262	5363	7676	6790	7688	5650	6392
FOXRED1	375	307	486	599	405	344	488	443
TIRAP	278	309	191	313	230	237	166	256
DCPS	200	227	240	304	252	227	287	312
GSEC	6	8	10	13	12	5	18	12
ST3GAL4	92	92	124	143	112	115	156	145
KIRREL3	2	0	1	4	1	0	2	7
LOC101929427	0	1	0	0	0	0	0	0
KIRREL3-AS2	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0
KIRREL3-AS3	0	0	0	0	0	0	0	0
LOC101929473	0	0	0	0	0	0	0	0
LINC02712	0	0	0	0	0	0	0	0
ETS1	41889	26651	51470	67270	22225	12556	26371	24779
MIR6090	2	0	1	0	1	0	1	2
ETS1-AS1	0	0	0	0	0	0	0	0
FLI1	2247	2182	2408	3213	1555	1178	1762	1715
SENCR	21	15	18	25	9	7	7	14
KCNJ1	0	0	0	0	0	0	0	0
KCNJ5	0	0	0	0	0	0	0	0
KCNJ5-AS1	3	5	5	5	3	3	0	5
TP53AIP1	0	0	0	0	0	0	1	0
ARHGAP32	180	155	164	198	201	134	181	179
BARX2	0	0	0	0	0	0	1	0
LINC01395	3	2	4	15	8	2	6	6
TMEM45B	287	108	355	773	367	117	393	749
NFRKB	1390	1237	1410	2064	1674	1471	1519	1969
PRDM10	369	404	332	400	380	374	376	363
PRDM10-DT	0	0	4	0	0	1	2	2
APLP2	22915	29650	10416	19696	20320	29391	10118	14312
ST14	2934	6140	2046	3134	1344	2674	1411	1406
ZBTB44	1888	1734	2164	2460	2453	1913	2608	2231
ADAMTS8	0	0	0	0	0	0	0	0
ADAMTS15	0	0	0	0	0	0	0	0
MIR8052	0	0	0	0	0	0	0	0
LINC02873	0	0	0	0	0	0	0	0
LINC02551	1	0	0	2	1	0	2	0
SNX19	2289	2528	1594	2282	2323	2442	1477	1720
NTM	0	0	0	0	0	0	1	0
LOC101929653	0	0	0	0	0	0	0	0
NTM-AS1	0	0	0	0	0	0	0	0
NTM-IT	0	0	0	0	0	0	0	0
OPCML	0	0	0	0	0	0	0	0
LINC02743	0	0	0	0	0	0	0	0
SPATA19	0	1	0	0	0	0	0	0
MIR4697	0	0	0	0	0	0	0	0
IGSF9B	322	180	292	725	545	290	353	941
LINC02731	6	2	4	13	11	1	5	11
JAM3	230	142	371	403	297	198	428	421
NCAPD3	805	743	1210	1261	871	642	1205	969
VPS26B	1317	1196	1500	1835	1216	1059	1408	1333
THYN1	578	434	804	1027	649	393	803	729
ACAD8	775	823	918	1121	808	622	802	801
GLB1L3	7	6	25	43	10	9	8	21
GLB1L2	27	58	42	40	35	50	42	28
B3GAT1	69	138	36	125	52	86	17	73
B3GAT1-DT	1	0	0	3	1	3	0	1
WASH8P	170	253	238	563	183	274	235	385
FAM138D	0	0	0	0	0	0	0	0
IQSEC3	46	38	106	76	42	55	140	79
LOC574538	0	0	2	1	0	0	1	0
SLC6A12	10	11	13	15	7	20	10	9
SLC6A12-AS1	0	0	0	0	0	0	0	0
SLC6A13	2	2	0	1	3	0	3	2
LOC102723544	0	0	0	0	0	0	0	0
KDM5A	3279	3510	2999	3770	3504	3401	3173	3170
CCDC77	194	201	284	228	193	172	252	180
B4GALNT3	19	48	86	6	18	47	75	11
NINJ2	40	84	48	61	44	49	41	40
NINJ2-AS1	86	142	166	250	64	86	110	173
WNK1	5887	7512	4607	6382	5133	5447	4431	4529
RAD52	258	232	345	481	288	240	307	382
ERC1	1055	1232	683	869	993	1062	677	691
LINC00942	1	1	1	0	0	0	0	1
WNT5B	2	13	5	6	1	3	4	5
FBXL14	423	458	535	796	467	449	607	607
MIR3649	0	0	0	0	0	0	0	0
ADIPOR2	2087	2279	1875	2489	2118	2532	1767	1952
CACNA2D4	220	392	206	449	135	377	201	345
LRTM2	1	1	0	0	0	1	0	0
LINC00940	0	0	0	0	0	0	0	0
DCP1B	341	287	273	404	362	271	325	348
CACNA1C	0	0	2	3	1	1	6	3
CACNA1C-IT2	0	0	0	0	0	0	0	0
CACNA1C-AS4	0	0	0	0	0	0	0	0
CACNA1C-IT3	0	0	0	0	0	0	0	0
CACNA1C-AS2	29	13	48	47	27	12	39	35
CACNA1C-AS1	39	22	56	51	45	20	46	43
ITFG2-AS1	0	2	2	2	1	0	1	0
FKBP4	693	607	636	838	841	809	698	663
ITFG2	644	619	755	985	679	702	726	803
NRIP2	0	0	2	3	4	1	5	7
TEX52	0	0	0	0	0	2	0	1
FOXM1	25	26	63	25	33	30	65	22
RHNO1	363	284	429	523	358	294	406	386
TULP3	258	220	286	362	268	207	301	294
TEAD4	0	0	0	0	0	0	0	0
TSPAN9	49	17	28	41	46	18	32	47
PRMT8	1	0	0	0	0	0	0	0
THCAT155	0	0	0	0	0	0	0	0
CRACR2A	747	505	612	755	724	508	624	671
PARP11	357	346	337	471	449	363	347	423
CCND2-AS1	0	1	1	5	0	0	3	0
CCND2	1907	1378	1759	2740	3070	2269	2438	3230
TIGAR	532	676	458	806	605	796	449	581
FGF23	0	0	0	0	0	0	0	0
FGF6	0	0	0	0	0	0	0	0
C12orf4	296	305	306	423	272	332	283	303
RAD51AP1	20	19	28	32	39	11	36	25
DYRK4	131	94	179	234	142	106	159	162
AKAP3	17	6	12	26	14	10	14	24
NDUFA9	706	773	748	1072	722	773	763	874
GAU1	0	0	0	0	0	0	0	0
GALNT8	1	5	1	3	3	2	0	2
KCNA6	7	5	7	12	6	7	9	5
KCNA1	1	0	0	0	0	2	0	0
KCNA5	4	0	2	15	4	0	4	13
LINC02443	0	0	0	0	0	0	0	0
NTF3	0	0	0	0	0	0	0	0
ANO2	0	0	0	1	3	0	2	1
VWF	91	251	15	62	88	275	24	51
CD9	1159	4358	200	1081	1125	6346	330	1097
PLEKHG6	0	0	0	1	0	1	1	0
TNFRSF1A	3011	4141	1866	3348	2790	4384	2159	2678
SCNN1A	11	5	9	23	15	14	14	29
LTBR	638	1553	373	835	356	1187	245	415
CD27-AS1	34	44	57	75	39	55	68	77
CD27	898	511	1502	1547	1055	548	1800	1459
TAPBPL	549	794	671	1069	677	806	702	872
VAMP1	939	735	1460	1428	1004	795	1407	1183
MRPL51	710	680	631	993	755	763	743	730
NCAPD2	871	916	941	1162	1031	932	1042	1064
SCARNA10	5	1	4	1	1	3	2	1
GAPDH	34578	47200	20558	30397	32194	50545	21247	24852
IFFO1	1699	3497	1731	2322	1286	2735	1677	1473
NOP2	1323	1299	1348	1759	1565	1963	1388	1552
CHD4	4529	5608	4223	5015	6547	7552	5766	5884
SCARNA11	0	0	0	0	0	0	0	0
LPAR5	150	248	199	254	145	167	208	224
ACRBP	155	216	132	218	133	205	111	177
ING4	882	826	1017	1252	804	732	1006	931
ZNF384	1838	2070	2009	2682	2130	2533	2070	2220
PIANP	6	11	5	7	2	3	9	8
COPS7A	809	1094	637	965	754	1186	608	743
MLF2	1669	2053	1733	2187	2016	2419	1847	1927
PTMS	122	221	56	97	139	250	44	103
LAG3	95	129	101	121	142	192	125	109
CD4	4507	4256	4991	8113	3970	3581	4524	5520
GPR162	38	120	40	51	27	86	47	41
P3H3	40	34	25	39	47	43	36	45
GNB3	2	6	2	8	4	8	6	11
CDCA3	13	19	33	30	24	14	35	26
USP5	828	848	941	1061	981	908	1105	1056
TPI1	3508	4229	2742	3493	3396	4473	2955	2854
SPSB2	148	192	174	385	155	143	178	309
RPL13P5	22	33	23	37	22	34	20	23
DSTNP2	68	60	36	61	51	57	41	54
LRRC23	20	31	24	68	20	23	32	56
ENO2	1094	927	1303	2199	1560	1277	1633	1982
ATN1	437	504	443	681	612	704	470	662
C12orf57	1296	780	1500	2020	1480	830	1707	1807
RNU7-1	0	0	0	0	0	0	0	0
PTPN6	3222	6054	2659	3982	2640	6278	2518	2970
MIR200C	0	0	0	0	0	0	0	0
MIR141	0	0	0	0	0	0	0	0
PHB2	2327	2241	2643	3552	2508	2337	2699	2756
SCARNA12	36	34	51	45	40	71	54	43
EMG1	472	441	399	638	526	517	408	482
LPCAT3	513	641	642	731	682	814	685	691
C1S	8	14	10	24	3	5	15	9
C1R	19	9	10	17	24	4	14	12
C1RL	101	187	134	138	103	136	103	108
C1RL-AS1	139	175	164	186	102	130	145	145
RBP5	6	4	13	12	16	7	8	11
CLSTN3	1426	922	1404	1640	1979	1251	1863	1767
PEX5	623	568	697	779	665	600	641	649
ACSM4	0	0	0	0	0	0	0	0
CD163L1	23	64	13	15	1	2	0	2
CD163	23405	38808	14085	20545	728	1705	473	598
APOBEC1	0	0	0	0	0	0	0	0
GDF3	0	0	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0	0	0
CLEC4C	15	4	13	40	49	7	22	98
NANOGNB	0	0	0	0	0	0	0	0
NANOG	0	0	0	1	0	0	1	1
SLC2A14	327	350	353	722	949	794	615	1289
SLC2A3	3498	3052	3218	6658	8621	7361	5338	11388
FOXJ2	1364	1297	1207	1604	1368	1190	1297	1327
C3AR1	4721	8109	2705	2086	2802	5971	1815	955
NECAP1	983	1061	920	1231	1205	1399	902	1118
CLEC4A	212	520	179	191	152	395	136	106
POU5F1P3	0	0	0	0	0	0	0	0
ZNF705A	0	0	1	0	0	1	0	1
FAM66C	8	5	19	18	10	10	9	12
FAM90A1	0	0	1	0	2	0	1	1
FAM86FP	14	11	29	18	14	11	28	17
LINC02449	0	2	4	2	1	1	6	0
LINC00937	27	51	55	99	25	33	52	62
CLEC6A	14	5	13	32	11	27	8	13
CLEC4D	140	262	107	236	84	168	61	101
CLEC4E	1254	1897	1531	1982	416	748	326	351
AICDA	4	2	4	0	0	0	1	1
MFAP5	0	0	0	2	0	0	0	0
RIMKLB	351	485	401	577	352	523	383	473
A2ML1	0	0	0	0	0	0	0	0
PHC1	363	390	551	701	489	675	682	695
M6PR	3496	4144	3041	3924	3835	5218	3189	3274
KLRG1	267	181	120	107	370	201	108	118
LINC00612	0	0	0	0	0	1	1	0
A2M-AS1	9	13	15	10	11	7	6	2
A2M	142	183	52	76	86	152	67	63
PZP	1	0	1	0	1	1	0	1
A2MP1	0	0	6	2	0	0	1	0
MIR1244-3	1175	1002	789	1298	1832	1366	1210	1454
LINC00987	61	33	70	29	60	40	50	33
LOC642846	229	170	521	438	263	198	561	400
LINC02367	0	0	6	0	2	0	3	1
LOC101928030	0	0	0	0	0	0	0	0
LOC728715	5	4	9	20	20	7	12	13
LOC105369647	0	0	0	0	0	0	0	0
DDX12P	121	70	236	242	135	83	188	222
LOC408186	16	11	21	54	26	5	24	71
KLRB1	3806	2137	3017	2621	3944	2114	2948	1844
LOC374443	513	437	815	909	747	461	949	882
LOC105369728	0	0	1	0	0	2	0	0
CLEC2D	4540	2884	4357	6104	7135	5035	5491	6775
CLECL1P	109	84	153	98	89	71	81	74
CD69	2758	1551	2500	3243	2320	1209	1659	1844
KLRF1	373	374	490	256	391	388	501	207
CLEC2B	573	487	724	894	828	721	961	905
KLRF2	0	0	0	0	0	0	1	0
CLEC2A	0	0	0	0	0	0	0	0
LINC02470	6	2	0	2	8	5	0	0
CLEC12A	621	486	593	600	366	285	420	299
CLEC1B	21	50	13	34	25	52	8	24
CLEC12B	34	19	21	19	15	19	9	15
LOC102724020	0	0	0	0	0	0	0	0
CLEC9A	3	7	1	5	6	13	2	1
CLEC1A	2	20	9	9	5	12	7	4
CLEC7A	1633	3018	1050	2045	1277	3245	981	1504
OLR1	8915	18051	3193	5408	21307	55690	9801	13551
TMEM52B	175	360	80	127	203	630	130	165
GABARAPL1	8689	7811	7892	10883	7844	9219	6889	7758
KLRD1	1834	1762	1719	1917	1152	1149	1019	948
KLRK1-AS1	5	4	11	16	7	3	11	10
KLRK1	26	15	32	21	30	21	37	15
KLRC4-KLRK1	11	7	12	8	16	10	9	6
KLRC4	121	63	105	49	111	53	51	25
KLRC3	192	156	71	82	197	175	58	48
KLRC2	210	126	120	75	237	129	86	49
KLRC1	222	188	189	368	152	163	158	218
KLRA1P	133	83	70	42	138	79	63	44
MAGOHB	164	161	214	224	219	197	206	205
STYK1	13	43	18	29	17	28	12	14
YBX3	1337	2069	1974	3075	1276	2275	1531	1603
LINC02366	0	0	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0	0	0
TAS2R10	2	2	1	0	1	1	0	0
PRR4	0	0	0	0	1	0	1	0
PRH1-PRR4	2	3	1	2	0	3	6	0
PRH1	1	0	0	0	1	0	2	1
TAS2R13	0	1	0	0	0	0	0	0
PRH2	1	5	8	8	5	5	8	0
TAS2R14	8	14	27	8	7	17	10	10
TAS2R50	0	0	1	0	1	1	2	0
TAS2R20	10	23	18	17	17	17	19	12
TAS2R19	4	4	8	7	1	5	5	17
TAS2R31	4	10	14	12	9	7	9	4
TAS2R46	2	0	1	1	0	0	0	2
TAS2R43	4	1	2	4	4	3	3	1
TAS2R30	0	0	1	0	1	3	0	0
SMIM10L1	632	590	534	663	607	607	516	536
TAS2R42	0	0	0	0	0	0	0	0
PRB3	2	0	4	3	2	0	2	6
PRB4	0	0	0	0	0	0	0	0
PRB1	4	0	1	0	2	0	3	0
PRB2	7	1	1	0	4	2	5	0
LINC01252	17	25	21	25	21	21	12	14
ETV6	1573	3257	1226	1739	2025	5307	1643	2045
