Ensg	ROGKO_DEX-1	ROGKO_DEX-2	ROGKO_DEX-3	ROGKO_PBS-1	ROGKO_PBS-2	ROGKO_PBS-3	WT_DEX-1	WT_DEX-2	WT_DEX-3	WT_PBS-1	WT_PBS-2	WT_PBS-3
ENSMUSG00000024026	4220	4802	4999	3012	5012	4411	4015	4004	2973	3759	4211	3308
ENSMUSG00000024027	0	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000024028	1	0	0	0	1	1	0	1	1	5	0	0
ENSMUSG00000024029	49	38	45	4	10	6	690	108	19	23	33	1
ENSMUSG00000024030	24	31	30	43	55	60	30	29	39	31	70	80
ENSMUSG00000024032	0	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000024033	0	0	2	0	1	1	2	2	0	1	2	1
ENSMUSG00000024034	1	0	0	0	0	0	2	0	0	0	1	1
ENSMUSG00000024036	72	37	42	18	33	64	142	48	50	46	56	27
ENSMUSG00000024037	96	69	96	126	123	82	142	91	79	79	106	129
ENSMUSG00000024038	552	640	598	532	650	546	555	511	402	498	609	531
ENSMUSG00000024039	3057	3432	3719	3117	4056	3337	5232	3668	3070	2880	3443	3973
ENSMUSG00000024041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024042	182	103	119	306	222	237	261	132	95	60	118	224
ENSMUSG00000024043	2	0	1	9	6	3	2	4	1	4	7	3
ENSMUSG00000024044	9	20	11	16	28	24	18	13	21	10	22	54
ENSMUSG00000024045	328	295	295	340	429	308	390	259	288	241	452	399
ENSMUSG00000024048	732	681	698	584	868	641	713	628	674	511	781	746
ENSMUSG00000024049	22	18	28	10	14	11	30	27	26	6	32	9
ENSMUSG00000024050	195	155	147	176	212	170	228	182	174	134	184	182
ENSMUSG00000024052	4808	4645	4967	4573	6442	4505	4171	5511	3844	4657	8931	4228
ENSMUSG00000024053	50	30	33	15	28	32	30	20	28	21	26	30
ENSMUSG00000024054	212	149	184	170	198	197	208	151	135	112	200	183
ENSMUSG00000024055	674	682	717	650	862	645	739	652	584	554	811	724
ENSMUSG00000024056	3	4	2	4	2	2	7	3	2	6	9	7
ENSMUSG00000024059	1	2	2	1	3	2	5	1	3	1	2	5
ENSMUSG00000024063	53	36	34	121	112	79	46	56	72	87	124	158
ENSMUSG00000024064	0	0	0	1	0	0	0	1	2	1	2	3
ENSMUSG00000024065	1196	976	985	1033	929	658	1311	1164	1381	662	1174	1265
ENSMUSG00000024066	2017	1857	2005	1897	1773	1952	1881	1710	1682	1333	1708	1952
ENSMUSG00000024067	134	148	150	139	167	136	146	111	133	126	167	138
ENSMUSG00000024068	299	298	311	380	431	369	321	267	273	258	410	387
ENSMUSG00000024069	102	105	96	90	135	91	105	99	85	63	107	103
ENSMUSG00000024070	766	1030	984	1337	1998	1215	858	702	606	1022	1841	2230
ENSMUSG00000024072	430	390	396	321	387	314	398	331	343	260	451	324
ENSMUSG00000024073	1067	864	875	919	1125	945	831	608	753	562	764	723
ENSMUSG00000024074	176	145	151	173	251	189	150	133	123	122	227	178
ENSMUSG00000024076	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024077	228	184	207	211	304	201	201	149	175	153	261	226
ENSMUSG00000024078	127	145	126	100	159	100	156	110	82	101	183	131
ENSMUSG00000024079	216	193	186	212	281	261	265	169	199	196	262	290
ENSMUSG00000024081	609	680	666	531	826	528	740	570	521	407	769	519
ENSMUSG00000024082	131	129	140	125	166	129	125	121	76	100	161	148
ENSMUSG00000024083	529	482	491	385	577	459	546	376	372	361	582	445
ENSMUSG00000024084	106	112	127	221	141	109	105	113	244	101	184	283
ENSMUSG00000024085	5000	3979	4085	4362	5196	4551	3968	3739	3568	2884	4782	4222
ENSMUSG00000024087	11	10	6	10	12	8	12	9	13	7	10	6
ENSMUSG00000024088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024091	977	965	1041	832	991	793	970	940	901	689	1093	852
ENSMUSG00000024095	277	314	318	283	311	260	391	330	314	238	372	313
ENSMUSG00000024096	377	383	443	318	381	344	464	335	331	254	372	332
ENSMUSG00000024097	392	415	404	246	277	247	486	337	304	206	306	282
ENSMUSG00000024098	662	607	590	556	741	639	683	509	511	505	748	681
ENSMUSG00000024099	1250	1197	1298	1233	1430	1148	1070	1147	1035	903	1325	1202
ENSMUSG00000024101	102	101	104	118	189	125	140	113	111	117	156	182
ENSMUSG00000024104	538	531	557	416	569	535	637	548	476	441	668	555
ENSMUSG00000024105	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000024107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024109	40	67	60	75	75	41	91	42	61	26	59	56
ENSMUSG00000024112	0	1	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000024114	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024118	479	405	441	896	1149	926	417	501	227	755	984	1079
ENSMUSG00000024120	2325	1969	1922	2178	2481	2282	1421	1444	1182	1229	1824	1466
ENSMUSG00000024121	1203	1273	1275	1170	1662	1206	1430	1241	1135	1083	1441	1392
ENSMUSG00000024122	483	410	413	424	542	432	580	409	405	334	611	520
ENSMUSG00000024124	0	1	4	1	0	0	1	0	2	3	1	2
ENSMUSG00000024125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024127	299	227	257	233	352	261	301	224	276	232	304	286
ENSMUSG00000024128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024130	703	653	699	1317	918	678	769	610	914	511	789	1757
ENSMUSG00000024131	381	372	354	423	395	465	915	536	377	345	436	604
ENSMUSG00000024132	1381	1430	1468	1209	1609	1375	1043	1181	1008	1175	1410	1449
ENSMUSG00000024134	6	9	7	9	6	6	6	6	5	6	5	9
ENSMUSG00000024135	166	118	123	143	155	143	136	121	69	90	174	193
ENSMUSG00000024136	4	2	2	5	5	3	8	3	4	4	8	5
ENSMUSG00000024137	42	50	44	65	72	44	83	52	49	36	81	62
ENSMUSG00000024140	3334	2701	2722	3260	4048	3082	2591	2121	2697	1896	3604	3670
ENSMUSG00000024142	59	61	59	81	121	43	67	41	71	69	91	107
ENSMUSG00000024143	137	153	125	125	122	124	179	119	98	63	145	150
ENSMUSG00000024145	86	88	89	53	49	51	105	78	84	48	60	51
ENSMUSG00000024146	498	455	508	328	419	341	442	436	352	289	398	313
ENSMUSG00000024150	2986	2527	2620	2502	2774	1923	2997	2517	2665	2070	2768	2850
ENSMUSG00000024151	93	73	81	109	94	117	104	76	94	78	102	126
ENSMUSG00000024154	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000024155	38	33	45	36	56	59	44	60	31	67	89	81
ENSMUSG00000024158	2419	2499	2535	2576	2845	2484	2486	2398	1839	1983	2665	2913
ENSMUSG00000024160	89	70	69	75	146	90	132	97	70	101	102	94
ENSMUSG00000024163	111	130	121	144	180	121	228	123	162	104	219	217
ENSMUSG00000024164	58167	57082	59693	100863	69886	67916	69851	56865	81148	51897	69979	103140
ENSMUSG00000024165	229	191	219	192	382	236	313	193	289	245	316	328
ENSMUSG00000024168	115	119	145	123	111	91	140	121	141	94	139	141
ENSMUSG00000024169	45	48	47	64	65	81	73	59	37	52	68	69
ENSMUSG00000024170	29	37	27	43	62	27	45	19	26	27	52	70
ENSMUSG00000024171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024173	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024174	45	24	26	38	44	40	47	34	40	25	38	48
ENSMUSG00000024175	25	17	28	0	2	0	32	15	39	0	3	0
ENSMUSG00000024176	0	1	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000024177	9	5	10	9	15	7	14	18	7	11	16	18
ENSMUSG00000024180	238	215	245	215	299	234	205	248	170	203	232	242
ENSMUSG00000024181	341	371	381	368	419	347	357	324	291	287	373	366
ENSMUSG00000024182	237	209	202	228	263	243	254	215	229	213	292	292
ENSMUSG00000024184	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024186	0	0	0	1	1	3	1	0	0	0	1	1
ENSMUSG00000024187	559	499	508	586	576	555	632	468	451	444	593	608
ENSMUSG00000024188	295	260	285	309	336	243	356	255	272	215	392	311
ENSMUSG00000024190	584	1077	1179	269	335	356	1705	1510	1046	373	459	205
ENSMUSG00000024191	130	139	152	120	173	130	169	154	104	118	129	142
ENSMUSG00000024193	94	95	82	105	121	102	88	62	83	90	120	135
ENSMUSG00000024194	219	254	247	283	339	257	225	243	159	226	296	306
ENSMUSG00000024197	320	355	378	251	320	359	428	384	229	200	353	319
ENSMUSG00000024201	132	139	144	185	188	165	179	171	141	127	235	150
ENSMUSG00000024205	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024206	3	8	4	7	17	5	12	4	8	6	8	9
ENSMUSG00000024207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024208	177	198	190	186	238	143	171	155	164	106	211	172
ENSMUSG00000024209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024210	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024211	16	24	29	1	22	19	26	15	0	8	8	1
ENSMUSG00000024212	209	222	212	257	317	211	300	221	247	186	310	282
ENSMUSG00000024213	241	218	211	288	297	233	235	218	203	200	327	291
ENSMUSG00000024215	0	1	2	0	1	0	1	0	0	0	0	0
ENSMUSG00000024217	145	176	158	167	183	128	162	143	114	135	171	162
ENSMUSG00000024218	117	120	146	133	157	103	134	128	127	112	170	149
ENSMUSG00000024219	368	226	264	283	334	216	267	291	272	158	290	238
ENSMUSG00000024220	150	127	145	138	183	174	178	118	149	114	160	200
ENSMUSG00000024222	6916	6950	7063	5012	2984	3364	6830	6532	8889	2898	4618	2241
ENSMUSG00000024223	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000024224	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024225	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024227	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024228	782	762	694	714	840	694	743	594	524	501	979	751
ENSMUSG00000024231	424	390	379	432	587	411	468	408	375	407	611	460
ENSMUSG00000024232	24	34	30	33	49	28	42	28	52	19	32	42
ENSMUSG00000024233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024234	225	217	190	218	231	201	258	203	182	165	268	204
ENSMUSG00000024235	55	26	42	22	20	42	48	26	26	24	39	29
ENSMUSG00000024236	143	113	104	187	242	187	165	111	140	113	145	306
ENSMUSG00000024238	158	169	220	166	167	172	172	133	170	113	186	178
ENSMUSG00000024240	169	117	137	113	138	144	145	116	119	111	147	157
ENSMUSG00000024241	615	501	558	570	676	538	503	492	441	433	695	597
ENSMUSG00000024242	629	492	510	342	427	484	528	410	505	228	474	378
ENSMUSG00000024245	2	6	4	10	9	10	6	3	2	4	3	6
ENSMUSG00000024246	21	19	29	18	22	25	26	25	13	18	34	32
ENSMUSG00000024247	290	251	277	291	331	292	242	278	359	246	321	426
ENSMUSG00000024248	980	964	1029	1078	1147	1010	1049	1023	755	775	1144	1076
ENSMUSG00000024251	110	79	94	69	151	104	109	85	56	87	97	76
ENSMUSG00000024253	5	7	5	4	6	8	8	8	9	8	5	11
ENSMUSG00000024254	1200	1107	1222	2039	1535	1393	1000	827	1208	916	1314	1674
ENSMUSG00000024256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024258	48	36	48	35	74	36	66	45	47	38	48	65
ENSMUSG00000024259	560	487	526	506	508	513	612	465	493	388	608	529
ENSMUSG00000024260	131	123	154	130	169	144	167	138	124	128	178	200
ENSMUSG00000024261	3	1	2	1	0	3	9	2	2	1	2	0
ENSMUSG00000024266	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024268	5	4	3	4	2	3	6	15	10	2	7	3
ENSMUSG00000024269	52	53	68	54	66	57	53	46	36	55	45	79
ENSMUSG00000024270	50	52	43	40	54	38	65	50	59	37	83	56
ENSMUSG00000024271	278	279	322	265	403	282	360	294	245	211	339	336
ENSMUSG00000024273	51	54	53	54	87	52	57	61	59	54	58	70
ENSMUSG00000024274	0	1	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000024276	162	185	170	217	242	184	296	185	177	146	259	218
ENSMUSG00000024277	190	151	204	252	240	206	236	168	212	142	196	365
ENSMUSG00000024283	764	603	652	582	683	663	645	671	626	529	784	610
ENSMUSG00000024286	1040	1039	935	752	848	721	901	772	831	585	899	863
ENSMUSG00000024287	198	211	226	163	246	185	233	167	165	171	180	186
ENSMUSG00000024290	561	466	499	418	511	511	464	411	454	364	542	417
ENSMUSG00000024292	1919	1400	1494	3053	2340	1886	2482	2000	2272	1597	2695	4174
ENSMUSG00000024293	173	133	132	131	178	186	182	129	158	137	211	178
ENSMUSG00000024294	1123	987	1022	1077	1372	989	990	784	929	687	1346	1107
ENSMUSG00000024295	0	0	1	1	0	0	1	2	0	0	1	1
ENSMUSG00000024298	322	175	239	263	287	300	297	183	195	140	376	292
ENSMUSG00000024299	14	7	15	39	39	17	49	23	29	20	49	43
ENSMUSG00000024300	5	20	16	27	31	42	24	12	12	29	37	53
ENSMUSG00000024301	1	0	2	2	2	2	3	2	0	5	2	9
ENSMUSG00000024302	0	2	2	4	3	3	4	1	0	1	2	3
ENSMUSG00000024304	1167	1172	1215	1149	1374	912	1317	887	772	824	1199	1022
ENSMUSG00000024306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024308	633	680	653	991	831	811	914	716	711	650	942	1153
ENSMUSG00000024309	210	268	261	233	274	232	218	233	196	238	263	239
ENSMUSG00000024312	153	163	215	154	231	172	237	203	145	149	238	226
ENSMUSG00000024313	0	0	0	0	0	1	1	1	0	1	0	0
ENSMUSG00000024317	115	125	130	131	165	141	143	108	96	104	201	162
ENSMUSG00000024319	160	204	199	218	238	228	256	213	160	148	262	216
ENSMUSG00000024325	101	104	106	129	121	95	139	99	88	99	122	121
ENSMUSG00000024327	41	50	42	30	53	37	57	32	45	46	68	31
ENSMUSG00000024330	2	8	4	4	3	4	7	6	9	4	11	9
ENSMUSG00000024331	348	307	340	760	615	568	289	276	439	306	635	842
ENSMUSG00000024334	1	0	3	0	1	2	1	0	1	2	1	5
ENSMUSG00000024335	810	871	847	797	1003	940	922	801	906	886	982	1041
ENSMUSG00000024338	209	197	165	336	254	276	235	307	213	246	297	357
ENSMUSG00000024339	142	150	153	198	185	185	173	157	117	145	253	293
ENSMUSG00000024340	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024346	255	251	301	247	297	220	238	215	211	196	294	285
ENSMUSG00000024347	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024349	12	13	10	18	28	23	25	12	16	13	23	28
ENSMUSG00000024350	109	100	102	76	140	94	155	121	118	77	129	96
ENSMUSG00000024352	8	13	11	13	18	8	20	20	2	8	15	10
ENSMUSG00000024353	0	2	1	4	2	1	5	2	2	1	5	0
ENSMUSG00000024354	553	352	370	846	613	410	582	490	413	369	620	885
ENSMUSG00000024357	427	431	461	433	598	410	503	429	410	387	552	559
ENSMUSG00000024359	7807	7167	7583	6239	8810	7111	7660	6471	5941	5565	8642	7423
ENSMUSG00000024360	1435	1372	1319	1150	1683	1171	1416	1180	1328	992	1637	1395
ENSMUSG00000024365	7	16	11	0	4	7	19	17	0	5	9	1
ENSMUSG00000024366	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000024369	198	250	208	163	246	179	219	215	188	147	222	191
ENSMUSG00000024370	121	100	109	108	133	104	164	108	92	93	131	146
ENSMUSG00000024371	239	263	265	309	330	316	348	274	167	308	366	273
ENSMUSG00000024376	4	2	1	9	4	4	1	1	4	1	2	4
ENSMUSG00000024378	992	788	819	1751	2909	1538	977	705	877	1154	2554	2619
ENSMUSG00000024379	0	0	0	3	0	0	3	0	0	2	0	1
ENSMUSG00000024381	90	108	108	96	116	114	104	86	113	105	116	131
ENSMUSG00000024382	225	226	211	185	325	231	237	188	178	195	342	245
ENSMUSG00000024383	380	311	307	318	434	333	313	246	279	183	431	378
ENSMUSG00000024384	276	228	234	323	424	213	274	221	240	195	406	305
ENSMUSG00000024386	3914	4064	4161	4436	4918	3866	4232	3644	3488	3342	4929	4510
ENSMUSG00000024387	664	650	762	686	828	557	681	692	675	560	774	741
ENSMUSG00000024388	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000024391	2405	2329	2446	3387	2912	2464	3276	2677	3333	2513	3138	3834
ENSMUSG00000024392	777	733	724	692	924	758	861	647	648	538	888	929
ENSMUSG00000024393	1248	1129	1160	1193	1553	1186	1464	1084	1237	948	1450	1456
ENSMUSG00000024395	789	913	986	799	838	595	773	960	725	572	894	827
ENSMUSG00000024397	20	29	24	38	40	48	31	27	39	55	63	78
ENSMUSG00000024399	0	6	2	9	5	4	5	1	6	9	5	14
ENSMUSG00000024400	285	257	288	261	335	277	310	270	250	244	350	345
ENSMUSG00000024401	0	1	0	4	0	13	0	1	0	3	3	2
ENSMUSG00000024402	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024403	7	11	9	12	12	9	13	8	6	8	10	8
ENSMUSG00000024404	933	958	931	765	1114	925	1099	891	771	768	1009	890
ENSMUSG00000024406	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000024409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024410	234	221	236	205	270	204	293	221	241	167	234	262
ENSMUSG00000024411	117	97	90	37	123	116	90	64	8	73	75	28
ENSMUSG00000024413	1442	1369	1410	1604	1537	1283	1253	1202	1185	972	1673	1750
ENSMUSG00000024414	302	284	303	305	367	266	281	308	220	225	338	328
ENSMUSG00000024420	3	1	1	2	2	3	7	0	2	0	2	3
ENSMUSG00000024421	72	71	79	10	53	64	60	69	8	51	120	9
ENSMUSG00000024422	313	309	310	285	368	338	362	325	277	256	379	397
ENSMUSG00000024423	97	96	92	79	103	96	136	70	62	71	98	86
ENSMUSG00000024424	3396	2631	2930	1727	3989	3207	3028	3438	1368	2941	4947	1575
ENSMUSG00000024425	1360	1399	1495	1542	1700	1388	1377	1230	1242	1104	1545	1840
ENSMUSG00000024426	54	51	46	70	79	75	74	48	51	64	69	90
ENSMUSG00000024427	121	105	118	159	110	153	47	64	162	63	115	228
ENSMUSG00000024429	291	327	278	256	337	279	236	211	238	192	309	282
ENSMUSG00000024430	17	11	10	6	7	11	13	10	0	19	35	3
ENSMUSG00000024431	927	676	731	1127	1075	1025	712	544	782	792	1076	1212
ENSMUSG00000024436	400	427	439	296	514	311	392	369	271	260	445	351
ENSMUSG00000024437	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024440	42	26	32	53	83	57	34	36	60	53	76	109
ENSMUSG00000024442	296	249	264	294	409	315	287	279	202	225	384	407
ENSMUSG00000024446	49	69	49	67	76	57	51	42	47	50	62	82
ENSMUSG00000024448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024451	81	56	61	85	85	89	127	53	96	68	123	158
ENSMUSG00000024454	274	278	301	293	335	282	274	280	220	203	339	335
ENSMUSG00000024456	603	476	530	614	897	672	581	557	624	515	714	718
ENSMUSG00000024457	259	253	259	341	340	294	270	255	202	207	324	412
ENSMUSG00000024459	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000024462	14	14	9	24	10	14	23	14	23	17	14	23
ENSMUSG00000024471	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024472	204	208	208	191	269	226	255	157	152	161	257	246
ENSMUSG00000024474	831	848	863	638	1031	698	829	721	731	610	1054	777
ENSMUSG00000024477	120	125	101	95	102	102	142	80	98	61	130	113
ENSMUSG00000024479	832	623	671	467	725	531	614	811	666	538	626	430
ENSMUSG00000024480	288	314	292	202	299	315	259	162	244	227	343	261
ENSMUSG00000024481	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000024483	351	301	320	368	483	341	433	302	306	257	441	395
ENSMUSG00000024485	0	1	2	1	1	4	6	0	5	2	2	11
ENSMUSG00000024486	6	11	7	6	9	10	1	8	8	10	13	12
ENSMUSG00000024487	501	431	462	371	635	390	473	392	354	373	596	532
ENSMUSG00000024491	314	258	301	239	258	266	283	237	282	159	343	230
ENSMUSG00000024493	344	391	391	250	420	345	393	328	250	243	376	297
ENSMUSG00000024497	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024498	202	188	197	170	218	158	205	148	195	137	235	233
ENSMUSG00000024500	0	1	0	3	3	2	0	0	0	0	2	2
ENSMUSG00000024501	20	6	17	20	21	27	21	12	31	17	27	26
ENSMUSG00000024502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024503	0	0	1	0	1	0	7	0	1	2	0	0
ENSMUSG00000024505	29	29	28	25	37	28	23	22	17	17	42	24
ENSMUSG00000024507	5078	5358	5497	4031	5943	4765	4204	4356	3618	3968	5774	4506
ENSMUSG00000024510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024511	10	9	7	15	5	12	8	5	12	9	10	21
ENSMUSG00000024512	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024513	457	427	520	365	477	472	418	346	302	342	466	383
ENSMUSG00000024515	323	300	276	334	392	317	384	246	290	190	429	374
ENSMUSG00000024516	269	241	263	223	358	222	265	229	210	266	287	260
ENSMUSG00000024517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024518	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000024519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024521	7	8	7	5	7	19	17	5	10	9	13	8
ENSMUSG00000024524	5	11	6	4	7	4	6	2	7	2	6	8
ENSMUSG00000024525	26	28	41	35	45	34	30	17	21	20	30	49
ENSMUSG00000024526	2	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000024527	929	928	940	893	1087	860	955	830	741	713	1173	1074
ENSMUSG00000024528	81	79	67	56	61	58	101	83	79	49	64	64
ENSMUSG00000024529	5	2	5	3	4	2	5	4	6	8	3	2
ENSMUSG00000024530	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000024532	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024533	34	29	30	6	8	8	58	52	67	7	14	20
ENSMUSG00000024534	5	3	6	9	9	5	17	12	9	9	10	8
ENSMUSG00000024535	97	77	78	72	101	83	106	98	112	66	86	96
ENSMUSG00000024537	100	93	106	118	148	103	132	111	78	95	139	162
ENSMUSG00000024538	45	24	25	38	32	23	53	21	47	25	38	43
ENSMUSG00000024539	176	158	158	108	158	142	152	146	132	112	159	120
ENSMUSG00000024542	22	23	28	25	32	40	58	35	30	26	30	38
ENSMUSG00000024544	47	34	29	46	49	61	26	31	39	26	39	90
ENSMUSG00000024546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024548	4	4	4	4	4	2	9	1	5	2	2	7
ENSMUSG00000024552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024556	33	36	23	28	27	28	47	28	29	28	40	56
ENSMUSG00000024558	5	10	15	8	9	13	8	1	3	4	5	9
ENSMUSG00000024560	268	301	337	303	335	269	406	293	299	254	313	347
ENSMUSG00000024561	1615	1477	1566	605	1592	926	1299	1294	961	824	1135	560
ENSMUSG00000024563	180	114	134	146	182	155	163	140	143	115	214	221
ENSMUSG00000024565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024566	359	311	284	313	476	336	379	297	290	248	431	399
ENSMUSG00000024570	198	224	233	254	319	226	232	203	157	202	278	281
ENSMUSG00000024571	449	474	477	511	611	442	516	391	392	347	527	583
ENSMUSG00000024575	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000024576	1372	1245	1273	1196	1491	1129	1446	1175	1204	931	1549	1365
ENSMUSG00000024578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024579	0	3	10	3	5	6	7	2	4	2	11	8
ENSMUSG00000024580	299	345	309	499	444	428	367	335	355	369	579	567
ENSMUSG00000024581	262	201	199	216	270	212	238	207	179	158	292	226
ENSMUSG00000024583	1087	1079	1204	837	1440	1022	991	1009	1081	841	1349	1084
ENSMUSG00000024587	1279	1301	1256	893	1761	1213	1511	1199	1110	1098	1745	1286
ENSMUSG00000024588	1972	1976	2058	1801	2608	2213	2047	1672	1325	1412	2447	2159
ENSMUSG00000024589	963	882	1015	285	633	465	856	828	784	406	662	288
ENSMUSG00000024590	37	36	43	42	38	44	41	38	32	38	44	62
ENSMUSG00000024592	117	110	123	100	115	102	106	83	55	74	97	85
ENSMUSG00000024593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024594	483	426	490	332	541	365	469	353	297	250	476	384
ENSMUSG00000024597	117	101	93	134	139	99	124	69	102	96	102	121
ENSMUSG00000024598	0	0	0	0	0	0	1	0	0	0	0	2
ENSMUSG00000024600	1	0	0	1	0	1	0	0	0	2	4	3
ENSMUSG00000024601	918	710	805	904	1109	907	794	751	650	593	1099	1098
ENSMUSG00000024603	242	245	238	253	297	266	267	237	247	195	293	293
ENSMUSG00000024604	175	194	186	189	186	158	224	165	172	131	229	198
ENSMUSG00000024608	1519	1630	1690	1464	1864	1380	1597	1391	1334	1029	1628	1428
ENSMUSG00000024610	378	376	371	498	641	829	1008	696	570	839	934	1324
ENSMUSG00000024613	67	55	59	59	103	78	80	67	59	63	95	83
ENSMUSG00000024614	252	221	202	211	260	224	304	156	242	165	314	279
ENSMUSG00000024617	0	3	0	0	0	0	0	0	0	0	3	2
ENSMUSG00000024619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024620	52	39	35	70	177	61	49	29	44	46	95	105
ENSMUSG00000024621	367	333	299	579	458	595	728	509	617	544	690	1030
ENSMUSG00000024622	222	163	175	162	210	172	239	170	224	165	229	222
ENSMUSG00000024639	318	284	273	221	284	264	299	220	204	177	305	261
ENSMUSG00000024640	14	10	16	8	29	12	60	13	21	19	12	20
ENSMUSG00000024642	158	122	131	183	151	163	172	124	156	81	132	183
ENSMUSG00000024644	393	332	377	426	527	420	412	353	336	321	534	592
ENSMUSG00000024645	216	209	206	188	214	179	172	184	157	141	234	176
ENSMUSG00000024646	9093	9758	10270	9504	10241	8489	7051	8924	7017	7176	9789	9972
ENSMUSG00000024647	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024653	0	1	20	51	5	5	1	43	1	187	11	0
ENSMUSG00000024654	113	120	117	157	146	91	108	116	113	83	106	140
ENSMUSG00000024658	0	0	0	0	1	2	0	0	0	1	1	0
ENSMUSG00000024659	32	24	32	51	84	44	44	31	34	41	56	36
ENSMUSG00000024660	7	11	10	21	15	20	31	14	33	14	23	38
ENSMUSG00000024661	12726	15659	16470	11943	15933	13112	13966	12266	11303	10827	13576	13052
ENSMUSG00000024663	3	6	8	31	41	30	7	7	6	23	38	67
ENSMUSG00000024664	27	32	17	21	29	17	37	22	33	14	34	31
ENSMUSG00000024665	4927	3534	3745	5180	7692	4397	5138	3419	3564	4097	6644	7221
ENSMUSG00000024666	13	8	9	9	16	18	19	7	16	10	22	24
ENSMUSG00000024667	12	13	20	25	26	24	9	12	10	23	21	40
ENSMUSG00000024668	260	254	286	289	368	251	279	224	261	249	355	337
ENSMUSG00000024669	1	1	0	5	3	8	3	2	0	0	2	2
ENSMUSG00000024670	5	3	8	6	4	1	5	6	5	5	6	4
ENSMUSG00000024672	22	5	6	6	7	14	14	2	11	10	10	11
