gene	GSM5632354	GSM5632355	GSM5632356	GSM5632357	GSM5632358	GSM5632359	GSM5632360	GSM5632361	GSM5632362	GSM5632363	GSM5632364	GSM5632365
Csn1s2b	0	0	0	0	0	0	0	0	0	0	0	0
Csn2	3	1	2	2	5	3	0	1	1	2	1	0
Csn3	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1a1	3040	1382	2637	1415	1749	1398	1203	1618	2227	1894	2537	2643
Csnk1d	3493	1756	3150	1437	1514	1394	1390	1573	2618	2081	2853	3175
Csnk1e	1101	589	932	438	569	382	373	495	724	574	794	888
Csnk1g1	425	136	326	231	269	162	198	296	350	405	467	516
Csnk1g2	3809	2245	3163	1655	1773	1468	1516	1726	2924	2373	3367	3691
Csnk1g3	2053	856	1714	854	1129	776	717	900	1305	1172	1633	1770
Csnk2a1	3926	1847	3482	1725	2429	1555	1734	2270	3289	2682	3773	3909
Csnk2a2	1495	778	1232	576	782	599	587	860	1270	982	1415	1405
Csnk2b	1263	706	983	518	461	452	506	569	971	778	1014	1067
Csnka2ip	0	0	0	0	2	0	0	0	0	0	0	0
Cspg4	17479	8469	19554	12466	8834	12515	7568	7850	20542	12329	11794	18656
Cspg5	201	125	187	65	58	69	36	39	84	85	126	131
Cspp1	1903	817	1844	845	1275	747	976	1078	1606	1436	1974	2114
Csprs	2	0	0	0	0	0	0	0	2	0	0	0
Csrnp1	41	37	54	55	56	40	51	54	102	55	57	76
Csrnp2	443	244	397	179	236	138	152	201	300	312	398	421
Csrnp3	79	12	35	30	57	31	25	40	44	53	70	99
Csrp1	1212	667	986	486	752	460	509	791	957	606	1036	929
Csrp2	662	368	446	497	656	499	618	716	1025	306	472	492
Csrp2bp	1212	458	1063	469	602	463	487	529	953	772	964	941
Csrp3	0	0	0	1	1	0	0	0	0	0	1	0
Cst11	0	1	0	0	0	0	0	0	0	0	0	0
Cst12	0	0	0	0	0	0	0	0	0	0	0	0
Cst13	0	0	0	0	0	0	0	0	0	0	0	0
Cst3	4536	3280	3447	4624	5299	3744	3937	5324	7024	2745	4796	4359
Cst5	0	0	0	0	0	0	0	0	0	0	0	0
Cst6	4	3	3	1	0	3	1	0	1	2	3	1
Cst7	9	1	2	4	1	2	16	17	17	7	7	3
Cst8	0	0	0	0	0	0	0	0	0	0	0	0
Cst9l	0	0	0	0	0	0	0	0	0	0	0	0
Csta	0	0	0	0	0	0	0	0	0	0	0	0
Cstb	881	498	729	373	467	308	356	489	705	521	801	683
Cstf1	1040	509	913	465	530	439	522	565	921	714	924	950
Cstf2	2002	834	1763	866	1141	775	903	923	1510	1345	1618	1750
Cstf2t	1224	632	1287	512	727	578	509	719	1083	796	1176	1286
Cstf3	951	455	748	451	563	358	396	526	739	660	820	823
Cstl1	0	0	0	0	0	0	0	0	0	0	0	0
Ct55	0	1	0	0	0	0	1	0	1	0	0	2
Ctag2	0	0	0	0	0	0	0	0	0	0	0	0
Ctbp1	3115	1756	2621	1239	1326	1210	1199	1352	2394	1963	2656	2967
Ctbp2	1194	550	1087	451	520	436	374	433	697	607	904	878
Ctbs	936	470	853	510	565	423	491	548	768	598	741	819
Ctc1	1983	971	1873	919	1079	766	931	936	1707	1273	1769	2190
Ctcf	3041	1279	2845	1363	1471	1269	1093	1277	2293	1881	2429	2538
Ctcfl	30	16	17	84	88	56	79	106	155	48	99	75
Ctdnep1	1588	990	1320	621	760	569	609	679	1174	939	1261	1482
Ctdp1	1060	461	831	461	464	419	396	458	761	641	835	837
Ctdsp1	3822	2242	3361	2117	2555	2071	1698	2076	3488	1939	2931	3014
Ctdsp2	7670	3916	7118	3420	3639	3568	2571	3003	5052	4048	5584	6297
Ctdspl	1972	1095	1950	1316	1512	1278	1077	1250	2236	1289	1662	2087
Ctdspl2	776	318	803	325	667	381	308	567	742	505	933	901
Ctf1	407	277	428	216	307	186	176	171	330	214	286	346
Ctf2	15	4	11	3	8	3	2	0	5	8	7	7
Ctgf	6209	4016	6375	5380	4837	5660	3429	4174	7245	3616	5252	5893
Cth	158	86	224	113	111	167	45	86	167	71	107	92
Cthrc1	8380	4654	7308	2954	3548	2907	1785	2174	3404	3544	5021	5438
Ctif	185	60	224	61	74	72	84	84	174	157	174	181
Ctla2a	8	6	11	4	3	3	5	2	3	7	8	3
Ctla4	50	33	33	13	26	9	16	23	42	14	47	55
Ctnna1	6135	2913	5356	2591	2976	2425	2140	2539	4115	3460	4343	5072
Ctnna2	12	26	20	8	4	7	2	2	2	2	4	11
Ctnna3	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnal1	726	354	639	319	497	326	304	439	578	528	717	629
Ctnnb1	18894	9104	16412	8329	10355	8177	6790	7881	12365	10185	13764	14926
Ctnnbip1	644	292	561	186	212	228	197	194	377	347	407	453
Ctnnbl1	754	410	692	360	392	301	375	447	689	569	656	735
Ctnnd1	5924	2551	4956	2528	2656	2293	2259	2400	4271	3725	4518	5058
Ctnnd2	21	4	16	7	10	9	4	6	9	8	15	9
Ctns	446	230	449	215	228	193	236	234	419	349	412	477
Ctps1	2023	1111	1898	841	1090	817	701	820	1391	1163	1579	1549
Ctps2	972	505	959	458	546	424	412	517	714	572	790	814
Ctr9	2755	1238	2509	1272	1511	1088	1102	1210	1855	1676	2202	2347
Ctrb1	0	2	5	3	0	3	5	2	4	5	9	8
Ctrc	10	2	11	4	6	2	7	11	10	13	8	7
Ctrl	39	21	36	24	25	12	17	30	25	39	52	48
Cts7	0	0	0	0	0	0	0	0	0	0	0	0
Cts8	0	0	0	0	0	0	0	0	0	0	0	0
Cts8l1	0	0	0	0	0	0	0	0	0	0	0	0
Ctsa	3997	2066	3254	1735	1674	1701	1740	1712	3316	3048	3093	3848
Ctsb	12197	6725	10651	5561	6736	5404	6959	7958	14722	10694	12769	16211
Ctsc	642	261	433	195	228	149	224	219	278	282	389	399
Ctsd	8051	4113	6650	4246	4906	4130	3564	4164	6702	4850	6240	6817
Ctse	4	1	5	0	2	0	0	1	1	1	0	0
Ctsf	870	479	853	410	493	414	283	333	574	328	495	671
Ctsg	0	0	0	0	0	0	0	0	0	0	0	0
Ctsh	1591	847	1298	895	1031	769	814	1066	1350	942	1427	1373
Ctsj	0	0	0	0	0	0	0	0	0	0	0	0
Ctsk	2342	1168	1860	778	949	789	634	731	1321	1076	1380	1669
Ctsl	6553	3493	6251	5237	6378	5496	5222	6274	9620	4577	6207	5997
Ctsll3	0	0	0	0	0	0	0	0	0	0	0	0
Ctsm	0	0	0	0	0	0	0	0	0	0	0	0
Ctsq	0	0	0	0	0	0	0	0	0	0	0	0
Ctsql2	0	0	0	0	0	0	0	0	0	0	0	0
Ctsr	0	0	0	0	0	0	0	0	0	0	0	0
Ctss	180	55	75	157	179	141	112	150	223	77	102	117
Ctsw	14	2	12	4	3	4	7	8	7	5	13	8
Ctsz	1151	567	1019	378	307	287	741	796	1263	1088	1300	1589
Cttn	32	4	20	13	9	17	9	11	14	8	24	14
Cttn-2	38	21	32	9	21	14	20	15	24	16	25	38
Cttnbp2	671	306	553	295	245	186	248	268	503	642	734	854
Cttnbp2nl	1626	729	1597	817	1006	813	690	817	1343	1039	1401	1450
Ctu1	307	149	238	128	164	140	143	180	270	230	276	273
Ctu2	274	151	275	118	130	136	126	142	258	192	285	261
Ctxn1	33	16	26	10	4	5	5	10	12	21	28	25
Ctxn2	0	0	0	0	0	0	0	0	0	0	0	0
Ctxn3	61	35	81	75	54	36	35	52	68	21	39	56
Cubn	33	16	35	19	17	7	22	19	34	34	49	55
Cuedc1	601	314	530	284	301	254	262	323	515	422	569	683
Cuedc2	648	399	534	319	329	265	310	348	514	439	608	603
Cul1	3718	1605	3232	1711	2259	1611	1511	1970	2810	2358	3340	3231
Cul2	1088	502	815	411	515	427	434	464	701	596	884	828
Cul3	2690	1378	2392	1205	1466	1230	1063	1229	1893	1693	2236	2141
Cul4a	3617	1591	3353	1551	2050	1525	1531	1799	2865	2315	3293	3399
Cul4b	1763	793	1605	780	1040	785	750	879	1320	1183	1552	1575
Cul5	2345	891	1735	979	1354	892	969	1160	1529	1562	1852	1990
Cul9	1045	459	1049	478	586	420	496	545	837	738	1083	1246
Cuta	733	402	532	288	305	266	333	339	580	448	573	678
Cutc	202	117	212	92	120	112	104	113	161	104	165	166
Cux1	2216	826	2041	1008	1116	907	901	908	1768	1605	1859	2065
Cux2	142	52	126	49	58	46	52	37	79	59	89	120
Cuzd1	0	0	0	0	1	0	0	3	4	0	0	0
Cwc15	820	433	755	368	461	347	350	438	625	491	699	825
Cwc22	829	385	802	426	520	355	354	488	676	491	774	834
Cwc25	612	285	524	242	321	215	318	302	473	412	569	579
Cwc27	409	214	385	152	239	141	159	270	321	264	381	409
Cwf19l1	620	301	533	272	364	244	322	367	591	466	626	715
Cwf19l2	678	297	606	285	409	277	294	415	538	417	536	556
Cwh43	16	5	36	11	13	13	4	10	21	1	6	18
Cx3cl1	186	93	126	104	138	97	73	132	154	104	99	124
Cx3cr1	47	17	31	0	3	0	0	0	1	12	13	14
Cxadr	1055	434	956	336	487	319	397	510	764	690	900	1124
Cxadrl1	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl1	2	0	2	5	8	4	4	8	11	5	8	5
Cxcl10	20	2	3	4	2	5	4	2	8	3	9	4
Cxcl11	4	1	4	3	0	6	6	3	2	4	4	9
Cxcl12	1619	806	1362	585	706	619	376	405	550	640	812	744
Cxcl13	45	25	62	15	22	16	25	53	73	152	247	230
Cxcl14	622	320	378	277	384	244	256	325	397	280	452	438
Cxcl16	120	56	67	31	42	36	23	43	45	69	62	82
Cxcl17	13	1	28	6	7	5	4	13	16	12	10	20
Cxcl2	0	0	0	1	1	0	0	1	0	1	0	0
Cxcl3	12	0	1	0	1	0	0	0	0	1	1	0
Cxcl6	2	3	1	0	0	0	0	0	0	2	1	2
Cxcl9	3	0	0	0	0	0	0	0	0	0	0	2
Cxcr1	0	0	0	0	0	0	0	0	0	0	1	0
Cxcr2	0	0	1	0	1	0	0	1	1	1	0	0
Cxcr3	1	0	1	0	0	0	0	0	0	0	0	1
Cxcr4	535	316	483	61	76	49	106	125	177	332	471	519
Cxcr5	3	6	1	6	1	4	3	9	9	8	6	18
Cxcr6	0	0	0	2	0	0	0	0	0	0	1	0
Cxcr7	1632	935	1350	713	868	541	724	896	1223	1128	1548	1564
Cxxc1	1545	888	1509	745	783	583	687	829	1433	1078	1453	1545
Cxxc4	207	55	160	52	69	39	23	33	47	70	76	87
Cxxc5	1260	749	988	428	522	385	441	547	850	811	1110	1178
Cyb561	18	7	29	15	10	7	7	4	11	10	8	5
Cyb561a3	403	346	444	164	383	217	141	283	345	212	455	506
Cyb561d1	93	49	84	35	52	36	36	52	77	67	95	93
Cyb561d2	124	61	123	52	53	58	48	56	95	70	102	99
Cyb5a	321	186	335	202	233	152	162	184	273	161	245	267
Cyb5b	1120	488	1167	547	649	533	533	611	1134	871	1078	1218
Cyb5d1	745	342	735	363	463	340	364	386	604	529	693	729
Cyb5d2	100	58	111	61	79	52	64	108	125	99	160	154
Cyb5r1	377	244	346	181	238	158	159	185	304	225	396	322
Cyb5r2	10	7	17	4	1	2	5	2	6	11	12	6
Cyb5r3	2124	1149	1887	963	877	774	827	831	1568	1324	1687	1974
Cyb5r4	491	227	448	196	295	229	221	259	382	301	473	467
Cyb5rl	104	48	111	46	63	39	46	65	91	68	100	110
Cyba	513	346	484	191	249	203	189	245	364	256	447	466
Cybb	101	27	64	26	43	33	15	21	48	37	41	45
Cybrd1	2283	1019	2027	1000	1254	897	988	1170	1789	1360	2039	2207
Cyc1	1076	573	1014	436	493	467	464	565	850	720	989	1173
Cycs	134	65	107	38	60	31	60	58	98	80	81	120
Cyct	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip1	2086	747	1651	902	1144	863	867	1078	1600	1193	1644	1853
Cyfip2	1001	448	828	275	314	328	203	246	505	445	656	650
Cygb	218	106	208	103	108	58	83	95	142	127	186	220
Cyhr1	1494	779	1358	589	644	651	471	547	813	839	1055	1103
Cylc1	0	0	0	0	0	0	0	0	0	0	0	0
Cylc2	0	0	0	0	0	0	0	0	0	0	0	0
Cyld	382	181	342	149	257	156	134	179	227	202	277	288
Cyld-ps1	314	102	264	100	161	134	110	121	199	164	217	240
Cym	3	0	3	4	0	1	1	0	0	1	0	2
Cyp11a1	2	0	0	1	0	0	1	2	5	0	0	1
Cyp11b2	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b3	0	0	0	0	0	0	0	0	0	0	0	0
Cyp17a1	0	0	0	1	0	0	0	1	1	0	0	0
Cyp19a1	4	1	2	0	1	2	3	0	1	4	2	4
Cyp1a1	237	95	167	119	85	63	77	81	187	91	148	205
Cyp1a2	0	0	0	0	0	1	0	0	0	0	0	0
Cyp1b1	1032	278	619	287	391	269	351	464	606	632	638	843
Cyp20a1	1027	571	1062	440	592	533	426	506	863	647	871	1039
Cyp21a1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp24a1	4	1	3	0	1	1	0	0	4	2	1	2
Cyp26a1	0	0	1	3	0	2	3	2	0	1	0	1
Cyp26b1	1249	703	1259	770	959	632	667	1169	1587	784	1356	1572
Cyp26c1	0	0	2	1	1	0	2	3	1	2	0	2
Cyp27a1	12	8	21	7	11	4	7	8	7	5	7	7
Cyp27b1	75	35	118	40	63	33	56	68	143	79	112	149
Cyp2a1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a2	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a3	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2ab1	0	0	0	0	1	0	0	0	2	1	0	0
Cyp2ac1	1	1	8	3	4	3	4	2	10	0	3	6
Cyp2b1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b12	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b15	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b2	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b21	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b3	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c11	0	0	0	1	0	1	2	0	0	0	0	0
Cyp2c12	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c13	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c22	0	0	0	0	0	0	0	0	3	0	0	0
Cyp2c23	0	0	0	0	0	0	0	0	0	0	0	1
Cyp2c24	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c6v1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c6v1-2	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c7	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c79	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d1	4	4	8	4	3	5	3	0	2	3	5	1
Cyp2d2	1	1	0	0	2	0	2	0	0	3	5	4
Cyp2d3	3	4	1	1	1	2	1	7	3	3	7	9
Cyp2d4	23	32	20	12	34	12	27	20	35	13	37	33
Cyp2d5	2	0	0	0	0	0	1	1	2	0	2	1
Cyp2e1	5	1	4	1	6	7	2	5	6	1	7	5
Cyp2f4	0	1	4	2	0	1	1	0	1	0	2	0
Cyp2g1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j10	11	4	9	5	7	8	12	9	23	11	25	21
Cyp2j16	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j3	5	0	2	0	1	0	2	2	4	0	3	3
Cyp2j4	27	6	25	6	2	6	6	5	10	10	12	30
Cyp2r1	70	33	50	30	43	31	42	52	49	43	47	69
Cyp2s1	23	23	22	18	28	20	19	16	31	20	30	48
Cyp2t1	76	53	127	97	163	102	92	105	181	37	93	114
Cyp2u1	390	188	346	124	145	157	107	110	247	216	238	312
Cyp2w1	15	4	7	3	3	5	2	3	10	9	7	8
Cyp39a1	63	26	37	18	36	26	34	28	39	24	50	54
Cyp3a18	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a2	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a23/3a1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a62	5	1	11	3	14	3	5	9	11	8	7	19
Cyp3a71-ps	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a73	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a85-ps	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a9	0	0	1	1	0	0	3	1	2	4	3	0
Cyp46a1	116	46	85	39	34	23	43	30	62	81	95	101
Cyp4a1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a2	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a3	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a8	0	0	0	0	0	2	0	0	0	0	0	0
Cyp4b1	27	16	28	11	7	19	13	8	40	5	10	6
Cyp4f1	1	2	3	0	0	1	0	0	4	5	4	0
Cyp4f17	146	86	173	83	100	69	93	91	146	102	155	177
Cyp4f17-2	2	1	1	0	1	1	0	0	0	0	2	4
Cyp4f18	6	0	3	2	0	0	1	1	1	3	4	5
Cyp4f37	0	0	0	1	0	0	0	0	0	0	1	1
Cyp4f39	21	15	19	2	8	4	1	2	7	1	13	2
Cyp4f4	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f40	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f5	5	1	0	0	0	0	2	0	1	2	0	1
Cyp4f6	520	306	461	216	270	196	268	294	405	427	490	611
Cyp4v3	151	85	100	76	111	58	65	83	100	92	114	99
Cyp4x1	0	0	1	0	0	0	0	0	0	0	0	0
Cyp51	3529	1749	3035	1643	1851	1410	1683	2354	3506	2474	3448	3466
Cyp7a1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp7b1	170	85	168	60	86	60	62	80	134	127	138	176
Cyp8b1	3	0	2	0	0	0	0	0	0	5	0	0
Cyr61	4269	2071	4016	2201	1812	1891	1459	1729	2861	2000	2346	3319
Cys1	411	216	329	221	229	176	211	276	295	189	294	311
Cysltr1	0	1	4	1	3	1	3	7	1	4	1	3
Cysltr2	1	0	0	0	0	5	0	0	2	0	1	2
Cysrt1	0	0	0	0	1	1	0	1	0	1	1	2
Cyss	0	0	0	0	0	0	0	0	0	0	0	0
Cystm1	11	4	8	3	8	1	7	5	13	7	10	13
Cyth1	693	359	600	331	363	287	307	377	553	419	617	697
Cyth2	968	547	837	419	483	390	326	402	740	576	794	841
Cyth3	2697	1259	2243	1222	1471	923	991	1467	1854	1463	2322	2461
Cyth4	96	45	83	27	27	14	9	9	36	31	42	38
Cytip	19	14	15	6	12	3	0	7	4	4	14	16
Cytl1	848	584	715	1652	2043	793	1368	1529	1146	172	268	206
Cyyr1	116	64	125	12	15	18	11	27	26	52	69	86
D2hgdh	269	124	221	113	132	122	109	86	168	132	175	240
Da2-19	27	10	23	18	7	9	6	16	19	10	18	33
Daam1	1507	625	1274	706	897	644	543	695	1036	939	1262	1368
Daam2	4130	1792	4126	1632	1912	1507	1333	1379	2411	2255	3149	3415
Dab1	74	30	66	25	35	23	22	15	45	54	55	61
Dab2	7368	2832	6429	3006	3930	2631	2219	2859	4125	3932	5297	5567
Dab2ip	3248	1583	3014	1566	1579	1602	1176	1481	2507	2040	2768	3184
Dach1	151	36	136	48	52	31	36	28	45	77	99	85
Dach2	130	42	132	55	54	65	28	30	43	40	52	63
Dact1	2095	1044	1955	839	847	719	586	766	1288	1255	1688	1722
Dact2	31	5	13	10	5	6	1	9	16	12	12	16
Dact3	1027	641	921	414	440	383	329	485	708	573	904	965
Dad1	1708	1009	1481	661	930	668	696	850	1285	961	1362	1461
Dag1	6698	3039	6394	2941	2975	2642	2424	2963	5479	4382	5525	6195
Dagla	333	147	278	127	86	134	91	83	192	191	225	244
Daglb	229	96	150	104	87	74	69	72	130	125	159	166
Dak	302	146	284	155	148	132	112	77	198	182	218	232
Dalrd3	198	96	150	93	95	86	92	69	170	106	173	153
Dand5	17	5	19	16	17	4	11	21	23	15	27	36
Dao	1	0	2	2	1	0	0	1	0	0	0	0
Dap	4837	2662	4349	2154	2200	1994	1736	2085	3413	2556	3409	4089
Dap3	1174	581	983	488	635	466	523	531	813	709	992	1060
Dapk1	704	275	559	772	793	635	549	701	966	440	503	549
Dapk2	57	37	61	30	41	31	30	42	59	30	46	47
Dapk3	509	286	403	228	192	174	215	262	444	342	417	531
Dapl1	0	2	1	0	0	0	1	0	0	1	0	0
Dapp1	269	137	250	185	216	130	158	196	303	211	285	280
Dars	1650	916	1710	878	1064	701	823	1092	1605	1371	1759	1867
Dars2	342	212	377	183	267	172	186	244	350	273	416	465
Daw1	4	3	1	0	6	5	2	0	4	3	2	1
Daxx	985	556	947	504	526	383	409	563	811	598	975	1060
Dazap1	2094	1049	2039	984	1251	795	822	982	1462	1123	1635	1884
Dazap2	1872	1005	1738	827	1003	798	810	1079	1600	1182	1663	1930
Dazl	0	0	0	0	0	0	0	0	0	0	0	0
Dbf4	24	8	29	15	11	15	12	6	24	24	28	32
Dbh	3	0	1	1	1	4	3	1	6	1	1	2
Dbi	618	335	449	264	320	226	257	277	486	418	538	563
Dbil5	9	2	7	11	3	6	3	1	5	8	13	5
Dbn1	1722	896	1568	504	515	490	441	469	782	902	1179	1307
Dbndd1	4	1	4	0	2	3	3	4	0	6	3	6
Dbndd2	124	55	108	56	50	36	55	51	91	99	96	114
Dbnl	1605	721	1560	655	696	638	564	671	1169	954	1284	1453
Dbp	484	301	502	165	217	154	120	182	225	218	369	364
Dbr1	462	223	429	176	219	188	210	238	382	327	455	459
Dbt	487	270	509	355	511	385	299	425	622	390	537	571
Dbx1	0	0	0	0	0	0	0	0	0	0	0	0
Dbx2	10	12	22	2	10	7	10	6	6	8	11	16
Dcaf10	1112	424	969	422	592	464	390	475	684	649	835	878
Dcaf11	1825	1037	1940	984	1295	1001	998	1332	1915	1249	1978	2239
Dcaf12	321	206	289	124	141	164	124	115	217	232	258	315
Dcaf12l2	98	55	92	26	17	39	42	32	56	80	88	68
Dcaf13	814	448	678	323	478	325	310	473	634	479	694	713
Dcaf15	648	350	624	225	254	221	270	255	491	452	538	762
Dcaf17	1283	479	1188	533	815	512	654	804	1134	982	1363	1424
Dcaf4	449	272	472	161	239	168	161	211	237	232	384	446
Dcaf5	1487	816	1482	652	655	586	520	614	1088	761	1125	1189
Dcaf6	2324	1108	2132	1075	1295	884	1004	1359	1967	1534	2226	2228
Dcaf7	2639	1087	2246	1012	1150	980	1045	1099	1919	1765	2283	2675
Dcaf8	3966	1844	3877	1925	2352	1674	1865	2070	3438	2616	3721	4049
Dcakd	1861	1083	1621	737	745	651	711	750	1315	1218	1358	1531
Dcbld1	193	99	181	69	81	92	78	74	149	140	147	171
Dcbld2	318	100	275	132	150	108	119	178	225	202	268	288
Dcc	285	87	260	93	148	107	80	59	134	185	171	231
Dcdc2	3	0	2	0	3	1	1	0	3	1	1	3
Dcdc2b	61	36	79	26	26	21	17	32	46	33	53	59
Dcdc2c	0	0	0	0	0	0	1	0	0	0	1	0
Dcdc5	8	2	6	4	4	0	0	1	0	0	0	0
Dchs1	5487	2320	4683	2048	1734	2005	1462	1521	3040	3203	3621	4638
Dchs2	320	66	286	157	181	133	95	117	161	174	206	222
Dck	225	83	172	78	136	83	96	114	150	131	176	177
Dclk1	1070	425	811	361	413	275	434	351	590	755	882	978
Dclk2	361	153	294	172	196	155	179	182	325	234	317	357
Dclk3	5	8	7	6	2	6	9	7	5	9	13	8
Dclre1a	1491	505	1140	660	835	650	552	701	1031	904	1214	1259
Dclre1b	969	449	866	449	576	411	539	579	938	705	849	1076
Dclre1c	153	69	154	88	129	79	105	131	196	141	208	199
Dcm5	0	0	0	0	0	0	0	0	0	0	0	0
Dcn	6095	2803	5463	2150	2553	2032	2473	2615	4346	4291	5476	5811
Dcp1a	854	225	874	406	467	361	388	464	801	564	853	865
Dcp1b	202	109	246	105	129	104	90	88	150	124	186	191
Dcp2	2	0	1	0	0	0	0	4	2	0	1	0
Dcps	635	318	513	307	366	225	250	333	491	358	457	601
Dcst1	31	12	26	14	17	15	9	12	26	21	22	46
Dcst2	5	2	1	0	5	2	1	9	2	7	5	5
Dcstamp	0	0	0	0	0	0	0	0	0	0	0	0
Dct	0	1	0	1	0	0	0	0	0	0	0	3
Dctd	1293	704	1042	548	627	444	529	529	850	708	993	992
Dctn1	4550	2228	4346	2084	2057	1963	1698	1870	3721	2740	3710	4102
Dctn2	2228	1218	1941	919	989	867	834	900	1578	1322	1795	2024
Dctn3	232	100	203	96	136	90	112	129	148	159	250	253
Dctn4	1959	722	1488	846	933	729	801	884	1368	1277	1492	1736
Dctn5	878	396	709	345	435	315	393	403	682	548	691	767
Dctn6	560	328	532	251	315	234	285	347	503	398	531	562
Dctpp1	135	61	91	61	56	32	49	56	93	70	85	106
Dcun1d1	694	357	604	309	409	268	239	294	432	437	533	576
Dcun1d2	0	0	2	0	0	0	0	0	1	0	1	1
Dcun1d2-2	1	1	0	0	0	0	0	1	0	0	0	0
Dcun1d3	358	170	305	175	203	165	160	184	316	238	309	348
Dcun1d4	783	360	733	307	404	330	224	283	461	436	558	668
Dcun1d5	1076	640	996	435	618	454	445	557	868	744	945	946
Dcx	609	175	484	345	486	383	385	422	660	310	375	441
Dcxr	111	45	98	98	92	77	67	61	106	57	69	61
Dda1	644	376	552	264	312	305	330	373	633	461	667	769
Ddah1	3439	1715	3111	1961	2227	1607	1323	1686	2806	1618	2451	2560
Ddah2	966	649	949	289	464	371	319	402	545	504	899	947
Ddb1	11711	5637	10792	5316	5731	4768	5137	5574	9991	7868	9982	11648
Ddb2	424	193	397	213	321	157	251	265	349	278	388	418
Ddc	1569	919	1434	639	1199	450	431	783	887	681	1378	1336
Ddc8	92	14	100	62	93	26	38	62	63	83	105	108
Ddhd1	735	349	654	291	349	266	286	384	582	537	759	812
Ddhd2	2291	1061	2194	994	1634	932	1025	1352	1752	1439	2312	2333
Ddi1	0	0	0	0	1	0	1	3	1	0	0	0
Ddi2	4466	1864	4535	2083	2703	2109	2065	2277	4342	2934	3996	5278
Ddias	133	67	99	60	47	38	87	73	128	117	105	124
Ddit3	786	448	775	325	341	339	245	243	483	331	577	537
Ddit4	539	440	552	674	891	826	593	1144	1593	418	1069	1100
Ddit4l	188	69	136	129	82	116	89	100	157	98	75	120
Ddit4l2	4	1	3	3	2	0	0	1	3	1	3	3
Ddn	12	8	10	2	2	3	1	7	13	4	10	12
Ddo	7	0	4	2	1	3	3	2	2	5	7	8
Ddost	4796	2847	4508	2391	2329	2356	2364	2845	4757	3384	4629	5170
Ddr1	934	405	877	419	441	415	521	470	1020	773	952	1160
Ddr2	15318	5836	13733	6173	8483	6286	4527	6081	9169	8060	11182	11591
Ddrgk1	821	402	787	377	387	389	285	321	598	486	657	719
Ddt	558	301	454	322	403	318	317	379	586	338	365	395
Ddx1	3307	1588	3146	1338	1766	1230	1298	1725	2546	2072	3129	3046
Ddx10	839	307	591	346	470	316	342	344	680	500	612	636
Ddx11	602	277	543	274	303	210	316	298	525	503	575	846
Ddx17	9167	4459	8840	4172	5703	3624	3973	5140	7528	6166	8843	9445
Ddx18	700	348	593	252	339	279	267	306	475	404	551	596
Ddx19a	1376	683	1323	577	835	601	606	795	1284	838	1274	1268
Ddx19b	695	322	585	289	363	257	301	379	559	430	668	747
Ddx20	854	392	668	383	452	354	378	411	587	487	741	831
Ddx21	1351	650	1151	650	717	627	639	726	1246	917	1254	1291
Ddx23	2900	1502	2836	1230	1510	1158	1225	1433	2399	1924	2572	2863
Ddx24	1393	701	1480	695	788	598	639	746	1306	926	1214	1440
Ddx25	295	194	252	134	203	113	166	193	242	178	297	312
Ddx26b	1600	713	1604	772	993	649	784	874	1277	1322	1707	2140
Ddx27	1428	684	1345	639	570	566	669	725	1267	929	1343	1429
Ddx28	197	105	168	88	78	79	88	61	130	117	126	152
