Geneid	GSM4081445	GSM4081446	GSM4081447	GSM4081448	GSM4081449	GSM4081450	GSM4081451	GSM4081452	GSM4081453	GSM4081442	GSM4081443	GSM4081444
ALG5	1058	1262	1081	1244	1290	1570	1193	1192	1167	1255	1083	1065
EXOSC8	1238	1522	1300	1406	1530	1735	1727	1636	1607	1624	1469	1392
SUPT20H	1007	1115	1053	1125	1264	1542	1394	1320	1305	1381	1104	1156
CSNK1A1L	5	4	10	14	5	7	4	12	2	3	4	2
LINC01048	0	0	0	0	0	0	0	0	0	0	0	0
LINC00547	0	0	0	0	0	0	0	0	0	0	0	0
POSTN	0	0	0	0	0	0	0	1	1	0	1	0
TRPC4	0	1	2	4	5	6	10	12	15	11	12	8
LINC00571	2	7	4	3	2	3	6	2	0	3	4	2
UFM1	2493	2885	2484	2574	2617	3518	3031	2890	2802	2772	2410	2496
LINC00437	0	0	0	0	0	0	0	0	0	0	0	0
LINC00366	0	0	0	0	0	0	0	0	1	0	0	0
FREM2	68	62	51	42	52	65	92	93	97	92	94	76
STOML3	0	0	0	0	0	0	0	0	0	1	0	0
PROSER1	162	146	144	164	205	259	222	207	156	330	217	158
NHLRC3	836	982	893	693	656	1055	936	877	836	768	760	767
LHFP	781	877	848	803	921	1025	968	927	881	917	878	837
COG6	961	1084	952	864	809	1125	1200	1107	1074	1054	1000	966
MIR4305	0	0	0	0	0	0	0	0	0	0	0	0
LINC00332	0	2	0	0	0	0	0	1	0	0	0	1
LINC00548	0	0	0	0	0	0	0	0	0	0	1	0
LINC00598	2	2	2	3	0	7	3	1	5	4	2	3
FOXO1	425	490	392	331	352	545	464	423	392	482	362	390
MIR320D1	0	0	0	0	0	0	0	0	0	0	0	0
MRPS31	832	992	846	832	878	1096	853	870	858	817	749	743
SLC25A15	1410	1627	1498	1259	1272	1716	1368	1325	1237	1087	1069	932
TPTE2P5	17	24	17	20	15	29	27	23	18	30	27	14
MIR621	0	0	0	0	0	0	0	0	0	0	0	0
SUGT1P3	8	10	15	7	31	14	7	7	9	11	5	3
ELF1	875	900	823	745	828	1177	964	920	843	1016	870	832
WBP4	669	908	700	615	733	980	823	860	768	709	748	746
MIR3168	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD6	704	800	675	696	666	939	873	806	796	802	694	688
LOC101929140	0	1	3	1	1	2	3	1	0	1	2	1
KBTBD7	172	191	181	154	167	218	241	214	175	182	186	172
MTRF1	188	191	156	196	196	271	219	198	197	207	183	174
NAA16	545	582	509	613	625	794	755	725	739	756	636	643
OR7E37P	1	1	0	0	0	1	0	1	0	0	1	0
RGCC	83	68	67	55	75	80	33	33	26	30	28	20
VWA8	595	543	564	540	525	751	606	569	519	587	531	511
MIR5006	0	0	0	0	0	0	0	0	0	0	0	0
VWA8-AS1	0	3	1	1	3	0	4	0	0	0	2	3
DGKH	819	860	750	693	684	941	891	825	759	1055	735	711
AKAP11	2435	2620	2388	2251	2367	3323	3157	2897	2698	3505	2694	2557
TNFSF11	0	0	0	0	0	2	0	0	0	0	0	0
FAM216B	0	0	0	0	0	0	0	0	0	0	0	0
LINC01050	0	0	0	1	0	0	0	0	2	0	0	0
LINC00428	0	1	0	0	0	0	0	0	0	0	0	0
EPSTI1	423	525	409	253	238	485	131	116	123	96	92	89
DNAJC15	2463	2879	2540	2022	2066	2987	1937	1968	1808	1620	1635	1620
LINC00400	1	2	2	3	1	3	3	4	2	1	0	2
ENOX1	487	504	461	378	359	556	244	271	270	213	209	236
ENOX1-AS2	0	1	0	0	0	1	0	0	0	0	0	0
CCDC122	204	285	234	233	248	333	237	221	219	222	203	203
LACC1	559	682	571	470	478	714	398	478	426	414	365	407
LINC00284	3	0	3	0	0	3	6	4	2	4	9	4
SMIM2-AS1	4	6	5	9	12	7	4	15	11	10	7	2
SMIM2	1	3	0	2	4	1	1	1	2	1	0	2
SMIM2-IT1	0	1	0	1	0	0	0	0	0	0	0	0
MIR8079	0	0	0	0	0	0	0	0	0	0	0	0
SERP2	0	0	0	0	1	0	0	0	0	0	1	0
TUSC8	0	0	0	2	1	0	0	0	0	0	0	0
TSC22D1	3108	3604	3286	2975	2897	4491	5696	4866	4362	4961	4924	4714
TSC22D1-AS1	6	15	12	11	13	15	19	20	10	7	13	13
LINC00330	0	0	0	0	2	3	1	0	0	0	0	1
NUFIP1	538	603	579	666	644	784	565	564	562	598	515	540
GPALPP1	681	772	669	629	725	847	878	824	799	764	675	695
LOC101929259	0	0	0	0	0	1	3	0	0	0	0	0
GTF2F2	1451	1748	1473	1619	1830	2212	1911	1943	1864	1888	1771	1769
KCTD4	2	4	3	1	6	3	6	2	5	8	2	3
TPT1	21496	25200	22989	22917	25168	31182	26348	25453	23767	24321	22629	21953
SNORA31	1	1	0	1	0	0	0	0	2	0	0	1
TPT1-AS1	28	43	30	32	38	50	47	26	29	22	29	28
SLC25A30	661	759	644	709	736	1001	883	798	829	942	855	753
SLC25A30-AS1	0	2	0	0	0	2	1	1	1	1	0	1
COG3	874	994	863	758	916	1122	1189	1088	1041	1061	921	899
ERICH6B	0	0	0	0	0	0	0	0	0	0	0	0
LINC01055	0	0	0	0	0	0	0	0	0	0	0	0
SPERT	0	0	1	0	0	0	1	0	0	0	0	1
SIAH3	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H13	596	663	577	550	647	876	789	737	614	749	741	668
CPB2-AS1	3	0	1	1	3	0	4	0	2	0	1	2
CPB2	1	0	1	1	0	2	1	3	1	3	1	0
LCP1	632	662	634	579	718	781	917	885	778	820	765	708
LRRC63	4	8	1	1	2	1	2	3	2	3	1	3
LINC00563	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0226L	0	1	0	2	2	1	1	1	1	2	1	2
LINC01198	0	0	0	0	0	0	0	0	0	0	0	0
LRCH1	405	477	438	408	450	567	599	566	524	565	435	432
ESD	2087	2496	2208	1748	1763	2719	2045	2078	1842	1797	1677	1738
HTR2A	1	0	0	0	1	1	2	0	2	0	0	0
HTR2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00562	0	2	0	0	0	4	0	1	1	1	1	2
SUCLA2	1449	1686	1524	1371	1418	1882	1859	1815	1706	1615	1470	1490
NUDT15	1531	1733	1528	1550	1617	2090	2195	2039	1935	1971	1857	1768
MED4	612	730	580	567	626	828	775	774	705	671	642	571
MED4-AS1	0	0	2	0	1	0	1	1	1	0	3	1
ITM2B	2964	3315	2961	2666	2690	3969	3869	3322	3172	3119	3015	2983
LINC00441	2	2	5	1	3	3	3	5	3	1	1	2
RB1	2824	3165	2893	2720	2860	3805	3863	3777	3590	3810	3312	3146
LPAR6	2	5	5	26	17	22	4	2	3	5	6	3
RCBTB2	146	151	148	143	132	202	191	190	188	195	174	140
LINC00462	0	0	0	0	0	0	0	0	0	0	0	0
CYSLTR2	0	0	0	0	0	0	0	0	0	0	0	0
FNDC3A	2741	3205	2887	2497	2490	3533	3720	3402	3285	3316	2959	2829
MLNR	1	1	0	0	0	0	0	0	0	0	1	0
CDADC1	179	225	161	175	168	269	235	244	199	197	227	191
CAB39L	254	309	288	272	351	383	392	342	375	340	353	318
SETDB2	391	451	395	430	415	501	442	470	385	438	381	397
PHF11	284	341	288	259	272	383	254	276	252	274	266	270
RCBTB1	1397	1663	1413	1175	1166	1747	1610	1532	1576	1440	1348	1398
ARL11	0	0	0	0	0	0	0	0	2	0	0	0
EBPL	913	1062	941	821	834	1164	885	752	779	719	673	601
KPNA3	2400	2664	2315	2241	2485	3225	2637	2335	2417	2703	2187	2011
CTAGE10P	2	3	0	3	3	1	0	3	0	3	1	3
SPRYD7	779	840	712	749	737	895	614	604	599	600	552	541
DLEU2	124	142	93	91	119	128	149	168	155	136	135	128
MIR3613	1	0	1	2	1	1	0	0	0	0	1	1
TRIM13	845	955	882	837	836	1251	922	911	830	850	758	787
KCNRG	3	14	7	6	11	13	17	9	15	11	10	9
MIR16-1	1	0	1	1	0	0	0	0	1	0	0	0
MIR15A	1	2	0	1	1	3	3	2	1	4	2	1
DLEU1	485	614	528	527	554	667	640	645	625	602	602	577
ST13P4	3	2	3	3	3	4	2	2	1	2	3	1
DLEU1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
DLEU7	3	2	2	0	3	0	4	3	2	0	1	0
DLEU7-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RNASEH2B-AS1	5	5	7	4	6	8	7	11	5	3	6	3
RNASEH2B	1078	1247	1104	968	971	1390	1322	1187	1211	1099	1051	1059
GUCY1B2	0	0	1	0	1	1	0	1	2	1	2	2
LINC00371	0	0	0	0	0	0	0	0	0	0	0	0
FAM124A	30	32	24	17	30	30	32	31	32	42	20	36
SERPINE3	5	2	1	6	0	8	7	2	6	2	2	7
MIR5693	0	0	0	1	0	3	0	2	0	1	0	0
INTS6	2092	2344	2161	1990	2143	2828	2347	2248	1862	2101	1942	1862
INTS6-AS1	12	18	9	13	17	21	15	15	9	15	10	12
MIR4703	0	0	0	0	0	0	0	0	0	0	0	0
WDFY2	304	312	241	269	235	341	261	211	252	203	245	231
DHRS12	95	121	100	59	65	154	102	76	59	67	68	63
LINC00282	1	0	1	2	0	0	0	0	0	1	0	0
CCDC70	0	0	0	0	0	0	1	1	1	1	1	1
ATP7B	159	187	180	129	155	237	158	135	151	140	120	118
ALG11	146	172	160	167	143	228	221	174	179	189	178	161
UTP14C	652	798	694	625	666	913	888	907	789	782	739	717
NEK5	4	2	3	5	2	1	2	3	1	1	0	4
LOC101929657	0	1	2	0	2	1	1	1	0	2	0	1
NEK3	141	163	172	131	109	197	136	133	109	105	98	111
MRPS31P5	85	88	96	77	76	108	96	94	110	107	139	77
LOC103191607	0	0	0	0	0	0	0	0	0	0	0	0
THSD1	44	56	55	59	64	55	47	43	39	43	34	38
VPS36	1066	1197	1003	1005	1018	1371	1400	1279	1109	1253	1083	1045
CKAP2	3459	4030	3722	3553	4299	4782	6722	6574	6280	6185	5448	5232
TPTE2P3	0	1	1	0	0	1	0	0	0	1	1	0
HNRNPA1L2	442	188	198	223	1085	1165	262	910	336	742	204	976
SUGT1	1396	1644	1465	1467	1570	2005	1708	1708	1584	1664	1538	1478
LECT1	0	1	1	4	3	0	0	0	2	2	0	0
MIR759	0	0	0	0	0	0	0	0	0	0	0	0
PCDH8	0	0	0	0	1	0	0	0	1	0	0	0
OLFM4	0	0	0	0	0	0	0	0	0	0	0	0
LINC01065	0	0	0	0	0	0	0	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0	0	0	0	0
LINC00458	0	1	0	0	0	0	0	0	0	0	0	0
MIR1297	0	0	0	0	0	0	0	0	0	0	0	0
MIR5007	0	0	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0	0	0
PRR20A	0	0	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0	0	0
PCDH17	7	6	4	11	9	5	25	9	8	15	11	8
LOC101926897	0	0	1	0	0	0	0	0	1	1	1	0
DIAPH3	2548	3057	2536	2582	2765	3418	4134	3948	4071	3748	3333	3233
DIAPH3-AS1	0	0	2	1	2	0	3	3	2	0	1	2
DIAPH3-AS2	1	0	0	4	0	2	0	2	1	2	4	1
LINC00434	0	0	0	0	0	0	0	0	0	0	0	0
TDRD3	609	674	576	554	543	781	663	591	618	576	587	521
LINC00378	0	0	0	0	0	0	0	0	0	0	0	0
MIR3169	0	0	0	0	0	0	0	0	0	0	0	0
PCDH20	402	468	395	296	266	503	404	361	322	280	292	334
LINC00358	0	0	0	0	0	0	0	0	0	0	0	0
LINC01075	0	0	0	0	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	1	0	0	0	0	0	0
LINC00376	0	0	0	0	0	0	0	0	1	0	0	1
LINC00395	0	0	0	0	0	1	0	0	0	0	0	0
OR7E156P	0	1	0	0	1	0	0	0	0	0	0	0
LOC102723968	0	0	0	0	0	0	0	0	0	0	0	0
MIR548X2	0	0	0	0	0	0	0	0	0	0	0	0
MIR4704	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9	244	305	260	254	286	390	172	178	142	137	134	145
PCDH9-AS2	0	0	0	0	1	0	0	0	0	0	0	0
PCDH9-AS3	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9-AS4	0	0	0	0	0	0	0	0	0	0	0	0
LINC00364	0	0	0	0	0	0	0	0	0	0	0	0
LINC00550	0	0	0	0	0	0	0	1	0	0	0	1
LINC00383	0	0	0	0	0	0	0	0	0	0	0	0
KLHL1	0	0	0	4	13	4	0	0	0	0	2	0
ATXN8OS	0	0	0	1	0	0	1	0	0	0	0	0
LINC00348	0	0	0	0	0	0	0	0	0	0	0	0
DACH1	10	10	12	14	15	12	18	22	17	15	14	17
MZT1	1415	1605	1406	1444	1598	1959	2160	2102	2037	1954	1826	1744
BORA	605	731	636	569	657	779	998	930	890	864	820	709
DIS3	3219	3556	3163	3280	3385	4463	3620	3464	3218	3466	3151	2984
PIBF1	848	1012	935	796	881	1236	957	906	918	911	906	756
KLF5	816	906	774	867	961	1219	1061	1019	1000	1001	800	829
LINC00392	0	0	0	0	0	0	0	0	0	0	0	0
KLF12	500	534	514	427	433	607	826	734	699	931	633	614
LINC00381	0	0	0	0	0	0	0	0	0	0	0	0
LINC00347	0	0	0	1	0	0	0	0	0	0	0	0
CTAGE11P	3	1	3	4	9	6	6	6	3	7	2	3
TBC1D4	3723	3971	3764	3492	3474	4624	4131	4146	4060	3670	3148	3076
COMMD6	1203	1426	1330	1116	1179	1503	1229	1140	1136	1057	1083	1063
UCHL3	1752	1944	1778	1756	1798	2355	1859	1964	1794	1805	1682	1607
LMO7-AS1	5	6	5	4	5	6	3	10	6	2	3	5
LMO7	3500	4059	3593	3552	3688	5099	6529	6035	5727	5097	4848	4626
LMO7DN	0	1	0	0	1	3	0	0	1	0	2	0
LMO7DN-IT1	0	0	0	0	0	0	0	0	2	0	0	0
KCTD12	1673	1959	1725	1545	1504	2230	2025	1977	1867	1985	1602	1551
BTF3P11	0	0	0	0	0	0	1	1	2	0	4	2
IRG1	0	0	0	1	2	1	0	0	2	1	0	0
CLN5	1070	1244	1118	1099	1131	1577	1177	1105	993	1110	1021	1018
FBXL3	2358	2692	2351	2267	2255	3206	2949	2821	2589	2457	2352	2336
MYCBP2	3155	3455	3163	2702	2714	4320	3497	3292	2782	3600	2879	2743
MYCBP2-AS1	1	1	1	0	0	1	1	1	3	3	0	0
SCEL	36	45	47	32	39	43	24	14	18	15	9	14
SCEL-AS1	1	0	0	0	0	0	0	0	0	0	0	0
LOC100129307	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	329	424	385	418	413	505	636	667	592	530	456	531
MIR3665	0	0	0	0	0	0	0	0	0	0	0	0
EDNRB-AS1	0	3	0	0	2	0	2	0	0	2	1	2
EDNRB	39	70	54	31	44	55	82	98	104	91	66	75
LINC01069	0	0	0	0	0	0	0	0	0	0	0	0
LINC00446	0	0	0	0	0	0	0	0	0	0	0	0
RNF219-AS1	0	0	1	1	0	0	2	1	3	1	0	1
POU4F1	0	0	0	0	0	0	0	0	0	0	0	0
RNF219	709	800	661	677	700	924	951	944	899	857	833	805
LINC00331	0	0	0	0	0	0	0	0	0	0	0	0
RBM26	1069	1147	1018	889	948	1436	1245	1225	1060	1082	928	925
RBM26-AS1	32	26	34	31	49	47	40	45	46	54	33	35
NDFIP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP2	3273	3730	3337	3607	3618	4541	3979	3741	3662	3503	3270	3118
LINC01068	0	0	0	0	1	0	0	0	0	0	1	0
LINC01038	0	0	0	0	0	0	0	0	0	0	0	0
LINC00382	0	0	0	0	0	0	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0	0	0	0	0	0	0
SPRY2	814	1000	777	949	999	1277	2050	1916	1898	1614	1643	1613
LINC00377	0	0	0	0	0	0	2	0	0	0	0	0
LINC00564	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK1	1	3	5	4	5	5	10	4	3	4	4	5
LINC00333	0	0	0	0	0	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0	0	0
LINC00351	0	0	0	0	0	0	1	0	0	0	0	0
SLITRK6	0	1	2	0	0	1	4	2	3	0	1	4
MIR4500HG	1	1	0	0	1	0	0	1	2	0	1	1
MIR4500	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK5	153	129	119	97	108	137	142	142	135	142	117	127
LINC00397	0	0	0	0	0	0	0	0	1	0	0	1
LOC105370306	0	0	0	0	0	0	0	0	0	0	0	0
LINC00433	0	0	0	0	0	0	0	0	0	0	0	0
LINC01047	0	0	0	0	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	0	0	0	0	0	0	0
LINC01040	0	0	0	0	0	0	0	0	0	0	0	0
LINC00353	0	0	0	0	0	0	0	1	0	0	0	0
LINC00559	0	0	0	0	0	0	0	0	0	0	0	0
MIR622	1	0	0	0	0	2	0	0	0	0	0	1
LINC01049	0	0	0	0	0	0	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0	0	0	0	0	0	0
LINC00380	0	0	0	0	0	0	0	0	0	0	0	0
LINC00379	0	0	0	0	0	0	1	0	0	0	0	0
MIR17HG	165	209	197	160	186	234	184	162	169	186	160	147
MIR17	0	0	0	0	0	0	0	0	0	0	0	0
MIR18A	0	0	0	0	0	0	0	0	0	0	0	0
MIR19A	0	0	0	0	0	0	0	0	0	0	0	0
MIR20A	0	0	0	0	0	0	0	0	0	0	0	0
MIR19B1	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0	0	0	0	0
GPC5	17	15	14	24	13	25	29	33	43	30	19	19
GPC5-AS2	0	0	0	0	0	0	0	0	0	0	0	0
GPC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00363	0	0	0	0	0	0	0	0	0	0	0	0
GPC6	1946	2104	1802	1267	1256	2104	1203	1086	1052	1062	952	1022
GPC6-AS2	3	0	0	1	4	1	1	0	1	2	0	1
GPC6-AS1	1	0	0	1	0	1	0	0	0	2	1	0
DCT	1	0	0	2	1	2	0	0	0	0	0	0
TGDS	525	638	525	520	523	665	615	620	573	506	480	529
GPR180	1145	1375	1230	1142	1259	1596	1482	1477	1393	1414	1289	1292
LOC101927248	0	0	0	0	2	0	0	0	0	0	0	0
SOX21	3	7	1	2	7	6	20	21	17	20	22	12
SOX21-AS1	6	3	2	2	0	7	10	13	9	12	4	11
LOC101927284	0	0	0	0	2	0	0	0	0	0	0	0
LINC00557	0	2	1	0	0	2	1	2	1	1	1	2
ABCC4	3207	3762	3166	3369	3268	4740	2649	2635	2313	2518	2181	2288
CLDN10	0	0	0	0	2	1	0	0	0	0	2	0
CLDN10-AS1	0	1	0	0	0	2	0	1	1	2	4	1
DZIP1	3	4	4	7	9	5	5	1	6	4	2	1
DNAJC3-AS1	41	50	43	38	53	57	50	40	34	43	33	18
DNAJC3	4696	5611	4836	4374	4257	6271	5148	4850	4587	4437	4301	4212
UGGT2	850	1050	909	886	775	1219	1023	928	901	952	807	860
HS6ST3	141	130	130	94	124	157	340	279	255	227	200	219
MIR4501	0	0	0	0	0	0	0	0	0	0	0	0
LINC00359	0	0	0	0	0	0	0	0	0	0	0	0
OXGR1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00456	1	0	0	0	0	0	0	0	0	1	0	0
MBNL2	2475	2723	2548	2332	2248	3236	3265	3026	2865	2926	2742	2588
RAP2A	2910	3367	2882	2919	3047	4087	3964	3892	3609	3791	3413	3098
IPO5	14359	16453	14638	15029	16851	21114	19185	18862	17854	18243	16707	16122
FARP1	914	1040	895	783	902	1207	1091	986	900	1019	873	842
RNF113B	0	1	0	1	1	0	3	0	0	1	0	0
MIR3170	0	0	0	0	0	0	0	0	0	0	0	0
STK24	2479	2779	2441	2443	2895	3490	3204	2845	2920	2962	2596	2576
SLC15A1	0	0	0	0	2	0	4	0	6	3	3	3
DOCK9	2007	2212	1976	1840	2033	2579	3133	3013	2743	3000	2496	2393
DOCK9-AS1	0	0	2	0	1	1	2	1	2	1	0	0
DOCK9-AS2	17	19	18	17	30	25	18	16	13	16	9	19
UBAC2-AS1	24	27	33	25	33	42	47	23	27	27	34	28
UBAC2	1060	1156	1072	973	1114	1434	1229	1160	1096	1084	988	954
MIR548AN	0	0	0	0	1	0	0	0	0	0	0	0
GPR18	4	1	3	3	1	4	2	2	1	3	1	3
GPR183	1	2	3	2	3	3	1	1	3	5	1	2
FKSG29	0	0	1	2	0	2	1	2	0	2	1	1
MIR623	1	0	0	0	0	0	0	0	2	0	0	0
LINC01232	17	30	27	19	17	44	15	29	15	23	22	27
TM9SF2	7826	9074	8151	7619	7599	10601	9522	8859	8199	8459	7950	7672
LINC01039	0	1	0	1	3	2	0	0	0	1	0	1
CLYBL	7	14	6	4	2	10	6	10	7	2	5	11
MIR4306	0	0	0	0	0	0	0	0	0	0	0	0
CLYBL-AS2	0	0	1	0	0	0	0	2	0	0	1	0
CLYBL-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927437	0	0	0	0	0	0	0	0	1	0	0	0
ZIC5	0	0	0	1	4	1	0	0	0	0	0	0
ZIC2	184	164	163	175	241	272	272	241	237	292	218	217
LINC00554	0	0	0	1	5	1	0	0	1	2	0	0
PCCA	188	240	233	160	162	279	277	233	235	206	208	200
PCCA-AS1	0	2	0	0	1	0	1	1	0	1	0	0
GGACT	55	42	48	38	41	65	48	34	39	40	30	33
TMTC4	376	552	425	281	231	450	528	462	376	352	342	346
NALCN-AS1	0	2	0	0	1	0	1	1	4	0	1	2
LINC00411	0	0	0	0	0	0	0	0	0	0	0	0
NALCN	228	242	257	147	139	253	219	250	205	168	161	175
ITGBL1	116	144	157	118	122	208	159	152	158	141	131	124
FGF14	14	21	19	10	7	22	10	8	17	4	11	6
MIR2681	0	0	0	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0	0	0	0
FGF14-IT1	0	0	1	0	0	1	1	0	0	0	0	1
FGF14-AS1	0	0	0	0	0	1	0	0	0	0	0	0
FGF14-AS2	15	14	4	6	5	16	6	12	3	9	9	12
TPP2	2806	3238	2908	2803	2794	3780	4166	3955	3670	3753	3379	3276
METTL21C	1	1	1	1	1	1	0	0	0	1	1	0
CCDC168	17	15	23	17	45	44	31	18	29	33	22	27
TEX30	970	1163	1034	1057	1209	1281	1324	1365	1287	1274	1207	1122
KDELC1	198	226	197	201	219	310	252	250	220	244	218	201
BIVM	440	479	461	401	437	569	460	474	426	428	425	386
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0	0	0
ERCC5	30	49	34	31	34	52	58	53	44	39	44	47
METTL21EP	1	4	5	0	0	4	6	1	0	2	2	2
SLC10A2	0	0	0	0	0	0	0	0	1	0	0	0
MIR548AS	0	0	0	0	0	0	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0	0	2	0	0
DAOA	0	0	0	0	0	0	0	0	0	0	0	0
LINC00343	0	0	0	0	0	0	0	0	0	0	0	0
LINC00460	16	18	19	25	24	37	16	21	21	16	21	25
EFNB2	1568	1750	1567	1662	1741	2250	1489	1425	1396	1468	1264	1293
ARGLU1	1513	1722	1655	1334	1428	1985	1973	1892	1886	1614	1585	1513
LINC00551	0	0	0	0	0	0	1	0	0	1	0	1
LINC00443	0	2	2	0	1	0	0	0	0	0	0	0
FAM155A	273	329	241	259	283	399	313	289	258	257	255	239
MIR1267	0	0	0	0	0	0	1	0	1	1	0	0
FAM155A-IT1	8	7	7	3	5	7	7	5	5	9	7	7
LIG4	978	1193	1053	1014	1061	1300	1304	1249	1243	1157	1089	1053
ABHD13	677	786	643	627	745	973	987	814	720	821	736	755
TNFSF13B	20	28	27	24	20	32	27	21	8	17	13	24
MYO16	15	19	15	22	19	27	20	12	17	23	10	22
MYO16-AS1	3	0	2	5	2	5	5	1	1	2	4	3
LINC00399	0	0	0	0	0	0	0	0	0	0	0	0
LINC00676	0	0	0	1	0	0	0	0	0	0	0	0
IRS2	1164	987	1015	1123	1297	1658	434	409	381	531	393	348
LINC00396	0	0	0	0	0	1	0	0	0	0	0	0
COL4A1	7356	8019	7512	5689	6536	9309	7494	6712	6261	5997	5617	5324
COL4A2	6648	7122	6966	6922	8490	10113	8797	7730	7212	7101	6403	6471
MIR8073	0	0	0	0	0	0	0	0	0	1	0	0
COL4A2-AS1	1	5	0	3	2	2	2	1	1	5	0	0
RAB20	296	335	342	309	286	421	379	341	328	345	287	275
CARKD	716	749	705	834	817	1032	924	885	843	855	776	737
CARS2	1602	1763	1650	1607	1918	2245	1864	1650	1626	1608	1505	1429
ING1	317	354	315	395	421	453	436	454	396	411	406	369
LINC00346	23	39	31	34	56	52	63	64	51	43	52	41
ANKRD10	590	618	584	688	692	789	935	888	818	899	785	748
LINC00431	0	1	0	0	0	3	0	0	1	0	0	0
LINC00368	0	0	0	0	0	0	0	0	0	1	0	0
ARHGEF7-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF7	659	702	665	709	783	947	873	754	790	877	756	708
ARHGEF7-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060553	2	3	1	6	3	4	1	4	2	1	2	2
TEX29	0	1	4	2	1	1	2	3	3	2	0	2
LINC00354	0	0	0	0	1	0	0	0	0	0	0	0
LINC00403	0	0	0	0	0	0	0	0	0	0	0	0
SOX1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01070	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928730	0	0	0	0	0	0	0	0	0	0	0	0
LINC01044	0	0	0	0	0	0	0	0	0	0	0	0
SPACA7	0	0	0	0	0	0	0	0	0	0	0	0
TUBGCP3	864	994	939	922	1012	1322	1458	1360	1205	1334	1193	1068
ATP11AUN	0	0	0	0	0	1	0	0	0	0	0	0
ATP11A	454	488	430	405	511	642	615	543	469	651	554	474
ATP11A-AS1	0	0	0	2	1	1	1	2	1	2	1	0
MCF2L-AS1	1	1	1	0	0	0	0	0	0	0	0	0
MCF2L	4	6	3	7	7	7	6	10	10	5	14	6
F7	1	1	0	1	3	3	0	2	0	0	0	0
F10	0	2	5	1	2	2	2	4	4	3	3	2
F10-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PROZ	3	1	2	3	7	5	4	4	5	6	1	3
PCID2	1414	1519	1451	1691	1845	2009	1801	1793	1754	1714	1580	1538
CUL4A	3406	3787	3389	3547	3690	4904	4437	4197	4067	3881	3421	3496
MIR8075	0	0	0	0	0	0	0	0	0	0	0	0
LAMP1	3231	3581	3199	3636	4153	5227	3978	3654	3518	3578	3326	3306
GRTP1	10	13	14	22	28	38	19	17	22	16	19	20
GRTP1-AS1	0	0	0	0	0	2	1	0	0	0	1	0
LOC101928841	1349	1436	1310	1583	1656	2169	212	175	167	218	170	169
ADPRHL1	278	271	278	243	270	349	249	223	208	239	217	200
DCUN1D2	302	353	324	364	352	454	399	396	366	340	318	341
TMCO3	1698	1876	1769	1618	1601	2130	2362	2306	2070	1996	1852	1898
TFDP1	3955	4476	3918	4090	4429	5493	5029	4946	4698	4723	4291	4111
ATP4B	0	0	1	0	0	1	0	0	0	1	1	2
GRK1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00552	0	0	0	1	2	2	0	0	0	0	1	1
TMEM255B	72	74	73	72	79	91	75	86	80	85	82	78
GAS6-AS1	13	6	7	10	10	17	19	16	19	12	12	14
GAS6	5601	6192	6125	4642	5249	6550	6098	5808	5523	4799	4505	4429
GAS6-AS2	193	253	242	162	166	213	252	211	251	213	217	171
LINC00452	55	45	37	71	90	82	84	92	99	103	82	74
